#i	j	k
1	27	53
2	26	54
2	27	53
2	27	54
2	28	53
2	28	54
3	27	53
3	27	54
3	27	55
3	28	52
3	28	53
3	28	54
3	28	55
3	29	52
3	29	53
3	29	54
3	29	55
4	26	57
4	27	52
4	27	53
4	27	54
4	27	55
4	27	56
4	28	51
4	28	52
4	28	53
4	28	54
4	28	55
4	28	56
4	29	51
4	29	52
4	29	53
4	29	54
4	29	55
4	29	56
4	30	50
4	30	51
4	30	52
4	30	53
4	30	54
4	30	55
4	30	56
4	31	50
4	32	49
4	32	50
4	33	49
4	34	49
4	35	49
4	37	48
4	38	48
5	27	51
5	27	52
5	27	53
5	27	54
5	27	55
5	27	56
5	27	57
5	28	50
5	28	51
5	28	52
5	28	53
5	28	54
5	28	55
5	28	56
5	28	57
5	29	50
5	29	51
5	29	52
5	29	53
5	29	54
5	29	55
5	29	56
5	29	57
5	30	49
5	30	50
5	30	51
5	30	52
5	30	53
5	30	54
5	30	55
5	30	56
5	30	57
5	31	49
5	31	50
5	31	51
5	31	52
5	31	53
5	31	54
5	31	55
5	31	56
5	31	57
5	32	49
5	32	50
5	32	51
5	33	49
5	33	50
5	33	51
5	34	48
5	34	49
5	34	50
5	35	48
5	35	49
5	35	50
5	36	48
5	36	49
5	36	50
5	37	48
5	37	49
5	38	48
6	26	52
6	26	53
6	26	54
6	26	55
6	26	56
6	26	57
6	27	50
6	27	51
6	27	52
6	27	53
6	27	54
6	27	55
6	27	56
6	27	57
6	28	50
6	28	51
6	28	52
6	28	53
6	28	54
6	28	55
6	28	56
6	28	57
6	29	50
6	29	51
6	29	52
6	29	53
6	29	54
6	29	55
6	29	56
6	29	57
6	30	49
6	30	50
6	30	51
6	30	52
6	30	53
6	30	54
6	30	55
6	30	56
6	30	57
6	31	49
6	31	50
6	31	51
6	31	52
6	31	53
6	31	54
6	31	55
6	31	56
6	31	57
6	32	49
6	32	50
6	32	51
6	32	52
6	32	53
6	32	54
6	32	55
6	32	56
6	33	48
6	33	49
6	33	50
6	33	51
6	33	52
6	34	48
6	34	49
6	34	50
6	34	51
6	34	52
6	35	48
6	35	49
6	35	50
6	35	51
6	36	48
6	36	49
6	36	50
6	37	48
6	37	49
6	38	48
7	25	53
7	25	54
7	25	55
7	25	56
7	26	52
7	26	53
7	26	54
7	26	55
7	26	56
7	26	57
7	26	58
7	27	51
7	27	52
7	27	53
7	27	54
7	27	55
7	27	56
7	27	57
7	27	58
7	28	50
7	28	51
7	28	52
7	28	53
7	28	54
7	28	55
7	28	56
7	28	57
7	28	58
7	29	50
7	29	51
7	29	52
7	29	53
7	29	54
7	29	55
7	29	56
7	29	57
7	29	58
7	30	49
7	30	50
7	30	51
7	30	52
7	30	53
7	30	54
7	30	55
7	30	56
7	30	57
7	30	58
7	31	49
7	31	50
7	31	51
7	31	52
7	31	53
7	31	54
7	31	55
7	31	56
7	31	57
7	32	48
7	32	49
7	32	50
7	32	51
7	32	52
7	32	53
7	32	54
7	32	55
7	32	56
7	33	48
7	33	49
7	33	50
7	33	51
7	33	52
7	33	53
7	33	54
7	33	55
7	34	48
7	34	49
7	34	50
7	34	51
7	34	52
7	35	48
7	35	49
7	35	50
7	35	51
7	36	48
7	36	49
7	36	50
7	37	47
7	37	48
7	37	49
7	38	48
8	25	53
8	25	54
8	25	55
8	25	56
8	26	51
8	26	52
8	26	53
8	26	54
8	26	55
8	26	56
8	26	57
8	26	58
8	27	51
8	27	52
8	27	53
8	27	54
8	27	55
8	27	56
8	27	57
8	27	58
8	28	50
8	28	51
8	28	52
8	28	53
8	28	54
8	28	55
8	28	56
8	28	57
8	28	58
8	29	50
8	29	51
8	29	52
8	29	53
8	29	54
8	29	55
8	29	56
8	29	57
8	29	58
8	30	49
8	30	50
8	30	51
8	30	52
8	30	53
