#i	j	k
80	25	15
80	25	16
80	25	17
81	22	22
81	22	23
81	23	21
81	23	22
81	23	23
81	23	24
81	24	19
81	24	20
81	24	21
81	24	22
81	24	23
81	24	24
81	25	14
81	25	15
81	25	16
81	25	17
81	25	18
81	25	19
81	25	20
81	25	21
81	25	22
81	26	13
81	26	14
81	26	15
81	26	16
81	26	17
81	26	18
81	26	19
81	26	20
81	26	21
81	27	14
81	27	15
81	27	16
81	27	17
81	27	18
81	27	19
81	27	20
81	28	14
81	28	15
81	28	16
81	28	17
81	28	18
81	28	19
81	28	20
81	29	17
81	29	18
81	29	19
81	29	20
82	21	22
82	21	23
82	21	24
82	22	21
82	22	22
82	22	23
82	22	24
82	22	25
82	23	19
82	23	20
82	23	21
82	23	22
82	23	23
82	23	24
82	23	25
82	23	26
82	23	27
82	23	28
82	24	14
82	24	15
82	24	16
82	24	17
82	24	18
82	24	19
82	24	20
82	24	21
82	24	22
82	24	23
82	24	24
82	24	25
82	24	26
82	24	27
82	24	28
82	25	13
82	25	14
82	25	15
82	25	16
82	25	17
82	25	18
82	25	19
82	25	20
82	25	21
82	25	22
82	25	23
82	25	24
82	25	25
82	25	26
82	26	13
82	26	14
82	26	15
82	26	16
82	26	17
82	26	18
82	26	19
82	26	20
82	26	21
82	26	22
82	26	23
82	26	24
82	27	12
82	27	13
82	27	14
82	27	15
82	27	16
82	27	17
82	27	18
82	27	19
82	27	20
82	27	21
82	27	22
82	27	23
82	28	12
82	28	13
82	28	14
82	28	15
82	28	16
82	28	17
82	28	18
82	28	19
82	28	20
82	28	21
82	28	22
82	29	13
82	29	14
82	29	15
82	29	16
82	29	17
82	29	18
82	29	19
82	29	20
82	29	21
82	30	15
82	30	16
82	30	17
82	30	20
83	20	14
83	20	23
83	20	24
83	21	13
83	21	14
83	21	15
83	21	21
83	21	22
83	21	23
83	21	24
83	21	25
83	21	26
83	22	13
83	22	14
83	22	15
83	22	16
83	22	19
83	22	20
83	22	21
83	22	22
83	22	23
83	22	24
83	22	25
83	22	26
83	22	27
83	23	12
83	23	13
83	23	14
83	23	15
83	23	16
83	23	17
83	23	18
83	23	19
83	23	20
83	23	21
83	23	22
83	23	23
83	23	24
83	23	25
83	23	26
83	23	27
83	23	28
83	23	29
83	24	11
