#i	j	k
14	3	71
14	3	72
14	3	73
14	4	69
14	4	70
14	4	71
14	4	72
14	4	73
14	5	68
14	5	69
14	5	70
14	5	71
14	5	72
14	5	73
14	6	67
14	6	68
14	6	69
14	6	70
14	6	71
14	6	72
14	6	73
14	7	67
14	7	68
14	7	69
14	7	70
14	7	71
14	7	72
14	8	67
14	8	68
14	8	69
14	8	70
14	8	71
14	8	72
14	9	67
14	9	68
14	9	69
14	9	70
14	9	71
14	10	68
14	10	69
14	10	70
15	0	71
15	0	72
15	1	70
15	1	71
15	1	72
15	1	73
15	2	68
15	2	69
15	2	70
15	2	71
15	2	72
15	2	73
15	2	74
15	3	67
15	3	68
15	3	69
15	3	70
15	3	71
15	3	72
15	3	73
15	3	74
15	4	66
15	4	67
15	4	68
15	4	69
15	4	70
15	4	71
15	4	72
15	4	73
15	4	74
15	4	75
15	5	65
15	5	66
15	5	67
15	5	68
15	5	69
15	5	70
15	5	71
15	5	72
15	5	73
15	5	74
15	5	75
15	6	65
15	6	66
15	6	67
15	6	68
15	6	69
15	6	70
15	6	71
15	6	72
15	6	73
15	6	74
15	6	75
15	7	65
15	7	66
15	7	67
15	7	68
15	7	69
15	7	70
15	7	71
15	7	72
15	7	73
15	7	74
15	7	75
15	8	65
15	8	66
15	8	67
15	8	68
15	8	69
15	8	70
15	8	71
15	8	72
15	8	73
15	8	74
15	9	65
15	9	66
15	9	67
15	9	68
15	9	69
15	9	70
15	9	71
15	9	72
15	9	73
15	9	74
15	10	65
15	10	66
15	10	67
15	10	68
15	10	69
15	10	70
15	10	71
15	10	72
15	10	73
15	11	65
15	11	66
15	11	67
15	11	68
15	11	69
15	11	70
15	11	71
15	11	72
15	12	65
15	12	66
15	12	67
15	12	68
15	12	69
15	12	70
15	12	71
15	13	65
15	13	66
15	13	67
15	13	68
15	13	69
15	14	66
15	14	67
15	14	68
15	14	69
15	15	67
15	15	68
15	16	67
15	16	68
15	17	67
15	18	67
16	0	67
16	0	68
16	0	69
16	0	70
16	0	71
16	0	72
16	0	73
16	0	74
16	1	66
16	1	67
16	1	68
16	1	69
16	1	70
16	1	71
16	1	72
16	1	73
16	1	74
16	1	75
16	2	65
16	2	66
16	2	67
16	2	68
16	2	69
16	2	70
16	2	71
16	2	72
16	2	73
16	2	74
16	2	75
16	2	76
16	3	64
16	3	65
