#i	j	k
57	55	110
57	55	111
57	55	112
58	53	113
58	53	114
58	54	112
58	54	113
58	54	114
58	55	109
58	55	110
58	55	111
58	55	112
58	55	113
58	55	114
58	56	111
58	56	112
58	56	113
58	62	122
58	63	123
58	69	126
58	70	126
59	53	112
59	53	113
59	53	114
59	54	110
59	54	111
59	54	112
59	54	113
59	54	114
59	54	115
59	54	116
59	54	117
59	54	118
59	54	119
59	55	109
59	55	110
59	55	111
59	55	112
59	55	113
59	55	114
59	55	115
59	55	116
59	56	110
59	56	111
59	56	112
59	56	113
59	56	114
59	56	115
59	56	116
59	57	112
59	57	113
59	57	114
59	57	115
59	57	116
59	58	116
59	58	118
59	58	119
59	59	118
59	59	119
59	59	120
59	59	121
59	59	122
59	60	118
59	60	119
59	60	120
59	60	121
59	60	122
59	60	123
59	61	119
59	61	120
59	61	121
59	61	122
59	61	123
59	62	120
59	62	121
59	62	122
59	62	123
59	62	124
59	63	121
59	63	122
59	63	123
59	63	124
59	64	123
59	64	124
59	65	123
59	65	124
59	66	124
59	66	125
59	67	124
59	67	125
59	68	125
59	69	125
59	69	126
59	70	126
60	54	111
60	54	112
60	54	113
60	54	114
60	54	115
60	54	116
60	54	117
60	55	109
60	55	110
60	55	111
60	55	112
60	55	113
60	55	114
60	55	115
60	55	116
60	55	117
60	55	118
60	55	119
60	55	120
60	56	110
60	56	111
60	56	112
60	56	113
60	56	114
60	56	115
60	56	116
60	56	117
60	56	118
60	56	119
60	56	120
60	57	111
60	57	112
60	57	113
60	57	114
60	57	115
60	57	116
60	57	117
60	57	118
60	58	112
60	58	113
60	58	114
60	58	115
60	58	116
60	58	117
60	58	118
60	58	119
60	58	120
60	58	121
60	59	114
60	59	115
60	59	116
60	59	117
60	59	118
60	59	119
60	59	120
60	59	121
60	59	122
60	60	115
60	60	116
60	60	117
60	60	118
60	60	119
60	60	120
60	60	121
60	60	122
60	60	123
60	61	116
60	61	117
60	61	118
60	61	119
60	61	120
60	61	121
60	61	122
60	61	123
60	61	124
60	62	118
60	62	119
60	62	120
60	62	121
60	62	122
60	62	123
60	62	124
60	63	119
60	63	120
60	63	121
60	63	122
60	63	123
60	63	124
60	63	125
60	64	121
60	64	122
60	64	123
60	64	124
60	64	125
60	65	122
60	65	123
60	65	124
60	65	125
60	65	126
60	66	122
60	66	123
60	66	124
60	66	125
60	66	126
60	67	123
60	67	124
60	67	125
60	67	126
60	68	124
60	68	125
60	68	126
60	69	125
60	69	126
60	70	126
61	55	112
61	55	113
61	55	114
61	55	115
61	55	116
61	55	117
61	55	118
61	56	110
61	56	111
61	56	112
61	56	113
61	56	114
61	56	115
61	56	116
61	56	117
61	56	118
61	56	119
61	56	120
61	57	111
61	57	112
61	57	113
61	57	114
61	57	115
61	57	116
61	57	117
61	57	118
61	57	119
61	57	120
61	57	121
61	57	122
61	58	112
61	58	113
61	58	114
61	58	115
61	58	116
61	58	117
61	58	118
61	58	119
61	58	120
61	58	121
61	58	122
61	58	123
61	59	113
61	59	114
61	59	115
61	59	116
61	59	117
61	59	118
61	59	119
61	59	120
61	59	121
61	59	122
61	59	123
61	59	124
61	60	114
61	60	115
61	60	116
61	60	117
61	60	118
61	60	119
61	60	120
61	60	121
61	60	122
61	60	123
61	61	115
61	61	116
61	61	117
61	61	118
61	61	119
61	61	120
61	61	121
61	61	122
61	61	123
61	61	124
61	62	116
61	62	117
61	62	118
61	62	119
61	62	120
61	62	121
61	62	122
61	62	123
61	62	124
61	63	117
61	63	118
61	63	119
61	63	120
61	63	121
61	63	122
61	63	123
61	63	124
61	63	125
61	64	119
61	64	120
61	64	121
61	64	122
61	64	123
61	64	124
61	64	125
61	65	120
61	65	121
61	65	122
61	65	123
61	65	124
61	65	125
61	65	126
61	66	121
61	66	122
61	66	123
61	66	124
61	66	125
61	66	126
61	67	121
61	67	122
61	67	123
61	67	124
61	67	125
61	67	126
61	68	122
61	68	123
61	68	124
61	68	125
61	68	126
61	69	124
61	69	125
61	69	126
61	70	126
62	56	113
62	56	114
62	56	115
62	56	116
62	56	117
62	56	118
62	56	119
62	57	111
62	57	112
62	57	113
62	57	114
62	57	115
62	57	116
62	57	117
62	57	118
62	57	119
62	57	120
62	57	121
62	57	122
62	58	112
62	58	113
62	58	114
62	58	115
62	58	116
62	58	117
62	58	118
62	58	119
62	58	120
62	58	121
62	58	122
62	58	123
62	58	124
62	58	125
62	59	113
62	59	114
62	59	115
62	59	116
62	59	117
62	59	118
62	59	119
62	59	120
62	59	121
62	59	122
62	59	123
62	59	124
62	60	114
62	60	115
62	60	116
62	60	117
62	60	118
62	60	119
62	60	120
62	60	121
62	60	122
62	60	123
62	60	124
62	60	125
62	61	115
62	61	116
62	61	117
62	61	118
62	61	119
62	61	120
62	61	121
62	61	122
62	61	123
62	61	124
62	61	125
62	62	116
62	62	117
62	62	118
62	62	119
62	62	120
62	62	121
62	62	122
62	62	123
62	62	124
62	62	125
62	62	126
62	63	117
62	63	118
62	63	119
62	63	120
62	63	121
62	63	122
62	63	123
62	63	124
62	63	125
62	63	126
62	64	118
62	64	119
62	64	120
62	64	121
62	64	122
62	64	123
62	64	124
62	64	125
62	64	126
62	65	119
62	65	120
62	65	121
62	65	122
62	65	123
62	65	124
62	65	125
62	65	126
62	66	120
62	66	121
62	66	122
62	66	123
62	66	124
62	66	125
62	66	126
62	66	127
62	67	120
62	67	121
62	67	122
62	67	123
62	67	124
62	67	125
62	67	126
62	67	127
62	68	120
62	68	121
62	68	122
62	68	123
62	68	124
62	68	125
62	68	126
62	68	127
62	69	121
62	69	122
62	69	123
62	69	124
62	69	125
62	69	126
62	70	123
62	70	124
62	70	125
62	70	126
63	56	114
63	56	115
63	56	116
63	56	117
63	56	118
63	57	111
63	57	112
63	57	113
63	57	114
63	57	115
63	57	116
63	57	117
63	57	118
63	57	119
63	57	120
63	57	121
63	57	122
63	58	112
63	58	113
63	58	114
63	58	115
63	58	116
63	58	117
63	58	118
63	58	119
63	58	120
63	58	121
63	58	122
63	58	123
63	58	124
63	58	125
63	59	113
63	59	114
63	59	115
63	59	116
63	59	117
63	59	118
63	59	119
63	59	120
63	59	121
63	59	122
63	59	123
63	59	124
63	59	125
63	59	126
63	60	114
63	60	115
63	60	116
63	60	117
63	60	118
63	60	119
63	60	120
63	60	121
63	60	122
63	60	123
63	60	124
63	60	125
63	60	126
63	61	115
63	61	116
63	61	117
63	61	118
63	61	119
63	61	120
63	61	121
63	61	122
63	61	123
63	61	124
63	61	125
63	61	126
63	61	127
63	62	116
63	62	117
63	62	118
63	62	119
63	62	120
63	62	121
63	62	122
63	62	123
63	62	124
63	62	125
63	62	126
63	62	127
63	63	117
63	63	118
63	63	119
63	63	120
63	63	121
63	63	122
63	63	123
63	63	124
63	63	125
63	63	126
63	63	127
63	64	118
63	64	119
63	64	120
63	64	121
63	64	122
63	64	123
63	64	124
63	64	125
63	64	126
63	64	127
63	65	118
63	65	119
63	65	120
63	65	121
63	65	122
63	65	123
63	65	124
63	65	125
63	65	126
63	65	127
63	66	118
63	66	119
63	66	120
63	66	121
63	66	122
63	66	123
63	66	124
63	66	125
63	66	126
63	66	127
63	67	0
63	67	119
63	67	120
63	67	121
63	67	122
63	67	123
63	67	124
63	67	125
63	67	126
63	67	127
63	68	0
63	68	119
63	68	120
63	68	121
63	68	122
63	68	123
63	68	124
63	68	125
63	68	126
63	68	127
63	69	119
63	69	120
63	69	121
63	69	122
63	69	123
63	69	124
63	69	125
63	69	126
63	69	127
63	70	120
63	70	121
63	70	122
63	70	123
63	70	124
63	70	125
63	70	126
63	71	122
63	71	123
63	71	124
63	71	125
63	71	126
64	56	114
64	56	115
64	56	116
64	56	117
64	57	111
64	57	112
64	57	113
64	57	114
64	57	115
64	57	116
64	57	117
64	57	118
64	57	119
64	57	120
64	57	121
64	58	112
64	58	113
64	58	114
64	58	115
64	58	116
64	58	117
64	58	118
64	58	119
64	58	120
64	58	121
64	58	122
64	58	123
64	58	124
64	59	113
64	59	114
64	59	115
64	59	116
64	59	117
64	59	118
64	59	119
64	59	120
64	59	121
64	59	122
64	59	123
64	59	124
64	59	125
64	59	126
64	60	0
64	60	114
64	60	115
64	60	116
64	60	117
64	60	118
64	60	119
64	60	120
64	60	121
64	60	122
64	60	123
64	60	124
64	60	125
64	60	126
64	60	127
64	61	0
64	61	115
64	61	116
64	61	117
64	61	118
64	61	119
64	61	120
64	61	121
64	61	122
64	61	123
64	61	124
64	61	125
64	61	126
64	61	127
64	62	0
64	62	116
64	62	117
64	62	118
64	62	119
64	62	120
64	62	121
64	62	122
64	62	123
64	62	124
64	62	125
64	62	126
64	62	127
64	63	0
64	63	117
64	63	118
64	63	119
64	63	120
64	63	121
64	63	122
64	63	123
64	63	124
64	63	125
64	63	126
64	63	127
64	64	0
64	64	117
64	64	118
64	64	119
64	64	120
64	64	121
64	64	122
