  1  28.5222958 27.56337921 9.21702195    0.0   0.0  0.0   0.0  1.79197e+12   0.0       0.0       0.0       0.0      0.0
  2  28.20145219 27.86754041 8.88074972    0.0   0.0  0.0   0.0  1.5739e+12   0.0       0.0       0.0       0.0      0.0

