  1  40.99338975 35.00290943 3.98255601    0.0   0.0  0.0   0.0  1.1095e+12   0.0       0.0       0.0       0.0      0.0
  2  41.13381675 34.54925481 4.50091287    0.0   0.0  0.0   0.0  2.28465e+12   0.0       0.0       0.0       0.0      0.0

