  1  37.23024014 28.56730517 12.78803471    0.0   0.0  0.0   0.0  1.92821e+12   0.0       0.0       0.0       0.0      0.0
  2  36.96457998 29.04123268 13.18185235    0.0   0.0  0.0   0.0  1.74617e+12   0.0       0.0       0.0       0.0      0.0
