#i	j	k
0	16	32
1	25	41
1	26	29
1	26	30
1	26	31
1	26	32
1	26	33
1	26	34
1	26	35
1	26	36
1	26	37
1	26	38
1	26	39
1	26	40
1	27	27
1	27	28
1	27	29
1	27	30
1	27	31
1	27	32
1	27	33
1	27	34
1	27	35
1	27	36
1	27	37
1	27	38
1	27	39
1	28	27
1	28	28
1	28	29
1	28	30
1	28	31
1	28	32
1	28	33
1	28	34
1	28	35
1	28	36
1	28	37
1	28	38
1	29	26
1	29	27
1	29	28
1	29	29
1	29	30
1	29	31
1	29	32
1	29	33
1	29	34
1	29	35
1	29	36
1	29	37
1	30	26
1	30	27
1	30	28
1	30	29
1	30	30
1	30	31
1	30	32
1	30	33
1	30	34
1	30	35
1	30	36
1	31	26
1	31	27
1	31	28
1	31	29
1	31	30
1	31	31
1	31	32
1	31	33
1	31	34
1	31	35
1	32	27
1	32	28
1	32	29
1	32	30
1	32	31
2	15	26
2	15	27
2	15	28
2	15	29
2	15	30
2	15	31
2	15	32
2	15	33
2	15	34
2	16	25
2	16	26
2	16	27
2	16	28
2	16	29
2	16	30
2	16	31
2	16	32
2	16	33
2	16	34
2	16	35
2	17	26
2	17	27
2	17	28
2	17	29
2	17	30
2	17	31
2	17	32
2	17	33
2	17	34
2	17	35
2	17	36
2	18	30
2	18	31
2	18	32
2	18	33
2	18	34
2	18	35
2	18	36
2	19	30
2	19	31
2	19	32
2	19	33
2	19	34
2	19	35
2	19	36
2	19	37
2	20	30
2	20	32
2	20	33
2	20	34
2	20	35
2	20	36
2	20	37
2	21	32
2	21	33
2	21	34
2	21	35
2	21	36
2	21	37
2	21	38
2	22	32
2	22	33
2	22	34
2	22	35
2	22	36
2	22	37
2	22	38
2	23	32
2	23	33
2	23	34
2	23	35
2	23	36
2	23	37
2	23	38
2	23	39
2	24	32
2	24	33
2	24	34
2	24	35
2	24	36
2	24	37
2	24	38
2	24	39
2	24	40
2	25	30
2	25	31
2	25	32
2	25	33
2	25	34
2	25	35
2	25	36
2	25	37
2	25	38
2	25	39
2	25	40
2	25	41
2	26	29
2	26	30
2	26	31
2	26	32
2	26	33
2	26	34
2	26	35
2	26	36
2	26	37
2	26	38
2	26	39
2	26	40
2	26	41
2	26	42
2	27	28
2	27	29
2	27	30
2	27	31
2	27	32
2	27	33
2	27	34
2	27	35
2	27	36
2	27	37
2	27	38
2	27	39
2	27	41
2	27	42
2	28	27
2	28	28
2	28	29
2	28	30
2	28	31
2	28	32
2	28	33
2	28	34
2	28	35
2	28	36
2	28	37
2	28	38
2	29	27
2	29	28
2	29	29
2	29	30
2	29	31
2	29	32
2	29	33
2	29	34
2	29	35
2	29	36
2	29	37
2	30	27
2	30	28
2	30	29
2	30	30
2	30	31
2	30	32
2	30	33
2	30	34
2	30	35
2	30	36
2	31	27
2	31	28
2	31	29
2	31	30
2	31	31
2	31	32
2	31	33
2	31	34
2	31	35
2	32	27
2	32	28
2	32	29
2	32	30
2	32	31
2	32	32
3	15	24
3	15	25
3	15	26
3	15	27
3	15	28
3	15	29
3	15	30
3	15	31
3	15	32
3	15	33
3	15	34
3	16	25
3	16	26
3	16	27
3	16	28
3	16	29
3	16	30
3	16	31
3	16	32
3	16	33
3	16	34
3	16	35
3	17	26
3	17	27
3	17	28
3	17	29
3	17	30
3	17	31
3	17	32
3	17	33
3	17	34
3	17	35
3	18	27
3	18	28
3	18	29
3	18	30
3	18	31
3	18	32
3	18	33
3	18	34
3	18	35
3	18	36
3	19	29
3	19	30
3	19	31
3	19	33
3	19	34
3	19	35
3	19	36
3	19	37
3	20	30
3	20	31
3	20	33
3	20	34
3	20	35
3	20	36
3	20	37
3	21	31
3	21	33
3	21	34
3	21	35
3	21	36
3	21	37
3	21	38
3	22	33
3	22	34
3	22	35
3	22	36
3	22	37
3	22	38
3	22	39
3	23	32
3	23	33
3	23	34
3	23	35
3	23	36
3	23	37
3	23	38
3	23	39
3	23	40
3	24	29
3	24	30
3	24	31
3	24	32
3	24	33
3	24	34
3	24	35
3	24	36
3	24	37
3	24	38
3	24	39
3	24	40
3	24	41
3	25	30
3	25	31
3	25	32
3	25	33
3	25	34
3	25	35
3	25	36
3	25	37
3	25	38
3	25	39
3	25	40
3	25	41
3	25	42
3	26	29
3	26	30
3	26	31
3	26	32
3	26	33
3	26	34
3	26	35
3	26	36
3	26	37
3	26	38
3	26	39
3	26	40
3	26	41
3	26	42
3	27	28
3	27	29
3	27	30
3	27	31
3	27	32
3	27	33
3	27	34
3	27	35
3	27	36
3	27	37
3	27	38
3	27	39
3	27	41
3	27	42
3	28	28
3	28	29
3	28	30
3	28	31
3	28	32
3	28	33
3	28	34
3	28	35
3	28	36
3	28	37
3	28	38
3	29	28
3	29	29
3	29	30
3	29	31
3	29	32
3	29	33
3	29	34
3	29	35
3	29	36
3	29	37
3	30	27
3	30	28
3	30	29
3	30	30
3	30	31
3	30	32
3	30	33
3	30	34
3	30	35
3	30	36
3	31	27
3	31	28
3	31	29
3	31	30
3	31	31
3	31	32
3	31	33
3	31	34
3	31	35
3	32	29
3	32	30
3	32	31
3	32	32
4	15	25
4	15	26
4	15	27
4	15	28
4	15	29
4	15	30
4	15	31
4	15	32
4	15	33
4	15	34
4	16	25
4	16	26
4	16	27
4	16	28
4	16	29
4	16	30
4	16	31
4	16	32
4	16	33
4	16	34
4	16	35
4	17	26
4	17	27
4	17	28
4	17	29
4	17	30
4	17	31
4	17	32
4	17	33
4	17	34
4	17	35
4	18	27
4	18	28
4	18	29
4	18	30
4	18	31
4	18	32
4	18	33
4	18	34
4	18	35
4	18	36
4	19	29
4	19	30
4	19	31
4	19	32
4	19	34
4	19	35
4	19	36
4	19	37
4	20	30
4	20	31
4	20	32
4	20	33
4	20	34
4	20	35
4	20	36
4	20	37
4	21	31
4	21	32
4	21	33
4	21	34
4	21	35
4	21	36
4	21	37
4	21	38
4	22	32
4	22	33
4	22	34
4	22	35
4	22	36
4	22	37
4	22	38
4	22	39
4	23	30
4	23	31
4	23	32
4	23	33
4	23	34
4	23	35
4	23	36
4	23	37
4	23	38
4	23	39
4	23	40
4	24	28
4	24	29
4	24	30
4	24	31
4	24	32
4	24	33
4	24	34
4	24	35
4	24	36
4	24	37
4	24	38
4	24	39
4	24	40
4	24	41
4	25	30
4	25	31
4	25	32
4	25	33
4	25	34
4	25	35
4	25	36
4	25	37
4	25	38
4	25	39
4	25	40
4	25	41
4	25	42
4	26	29
4	26	30
4	26	31
4	26	32
4	26	33
4	26	34
4	26	35
4	26	36
4	26	37
4	26	38
4	26	39
4	26	40
4	26	41
4	26	42
4	27	29
4	27	30
4	27	31
4	27	32
4	27	33
4	27	34
4	27	35
4	27	36
4	27	37
4	27	38
4	27	39
4	27	41
4	27	42
4	28	28
4	28	29
4	28	30
4	28	31
4	28	32
4	28	33
4	28	34
4	28	35
4	28	36
4	28	37
4	28	38
4	28	41
4	29	28
4	29	29
4	29	30
4	29	31
4	29	32
4	29	33
4	29	34
4	29	35
4	29	36
4	29	37
4	30	28
4	30	29
4	30	30
4	30	31
4	30	32
4	30	33
4	30	34
4	30	35
4	30	36
4	30	37
4	31	28
4	31	29
4	31	30
4	31	31
4	31	32
4	31	33
4	31	34
4	31	35
4	31	36
4	31	37
4	32	29
4	32	30
4	32	31
4	32	32
5	14	29
5	15	27
5	15	28
5	15	29
5	15	30
5	15	31
5	15	32
5	15	33
5	15	34
5	16	26
5	16	27
5	16	28
5	16	29
5	16	30
5	16	31
5	16	32
5	16	33
5	16	34
5	17	26
5	17	27
5	17	28
5	17	29
5	17	30
5	17	31
5	17	32
5	17	33
5	17	34
5	17	35
5	18	27
5	18	28
5	18	29
5	18	30
5	18	31
5	18	32
5	18	33
5	18	34
5	18	35
5	18	36
5	19	27
5	19	28
5	19	29
5	19	30
5	19	31
5	19	32
5	19	33
5	19	34
5	19	35
5	19	36
5	20	30
5	20	31
5	20	32
5	20	33
5	20	34
5	20	35
5	20	36
5	20	37
5	21	31
5	21	32
5	21	33
5	21	34
5	21	35
5	21	36
5	21	37
5	21	38
5	22	31
5	22	32
5	22	33
5	22	34
5	22	35
5	22	36
5	22	37
5	22	38
5	22	39
5	23	28
5	23	29
5	23	30
5	23	31
5	23	32
5	23	33
5	23	34
5	23	35
5	23	36
5	23	37
5	23	38
5	23	39
5	23	40
5	24	28
5	24	29
5	24	30
5	24	31
5	24	32
5	24	33
5	24	34
5	24	35
5	24	36
5	24	37
5	24	38
5	24	39
5	24	40
5	25	29
5	25	30
5	25	31
5	25	32
5	25	33
5	25	34
5	25	35
5	25	36
5	25	37
5	25	38
5	25	39
5	25	40
5	25	41
5	26	30
5	26	31
5	26	32
5	26	33
5	26	34
5	26	35
5	26	36
5	26	37
5	26	38
5	26	39
5	26	40
5	26	41
5	27	30
5	27	31
5	27	32
5	27	33
5	27	34
5	27	35
5	27	36
5	27	37
5	27	38
5	27	39
5	27	40
5	27	41
5	28	29
5	28	30
5	28	31
5	28	32
5	28	33
5	28	34
5	28	35
5	28	36
5	28	37
5	28	38
5	29	29
5	29	30
5	29	31
5	29	32
5	29	33
5	29	34
5	29	35
5	29	36
5	29	37
5	29	38
5	30	29
5	30	30
5	30	31
5	30	32
5	30	33
5	30	34
5	30	35
5	30	36
5	30	37
5	30	38
5	31	29
5	31	30
5	31	31
5	31	32
5	31	33
5	31	34
5	31	35
5	31	36
5	31	37
5	31	38
5	32	30
5	32	31
5	32	36
5	32	37
5	32	38
6	14	30
6	14	32
6	14	33
6	15	28
6	15	29
6	15	30
6	15	31
6	15	32
6	15	33
6	15	34
6	16	26
6	16	27
6	16	28
6	16	29
6	16	30
6	16	31
6	16	32
6	16	33
6	16	34
6	17	26
6	17	27
6	17	28
6	17	29
6	17	30
6	17	31
6	17	32
6	17	33
6	17	34
6	17	35
6	18	26
6	18	27
6	18	28
6	18	29
6	18	30
6	18	31
6	18	32
6	18	33
6	18	34
6	18	35
6	19	26
6	19	27
6	19	28
6	19	29
6	19	30
6	19	31
6	19	32
6	19	33
6	19	34
6	19	35
6	19	36
6	20	26
6	20	27
6	20	28
6	20	29
6	20	30
6	20	31
6	20	32
6	20	33
6	20	34
6	20	35
6	20	36
6	20	37
6	21	31
6	21	32
6	21	33
6	21	34
6	21	35
6	21	36
6	21	37
6	21	38
6	22	29
6	22	30
6	22	31
6	22	32
6	22	33
6	22	34
6	22	35
6	22	36
6	22	37
6	22	38
6	23	28
6	23	29
6	23	30
6	23	31
6	23	32
6	23	33
6	23	34
6	23	35
6	23	36
6	23	37
6	23	38
6	23	39
6	24	28
6	24	29
6	24	30
6	24	31
6	24	32
6	24	33
6	24	34
6	24	35
6	24	36
6	24	37
6	24	38
6	24	39
6	24	40
6	25	29
6	25	30
6	25	31
6	25	32
6	25	33
6	25	34
6	25	35
6	25	36
6	25	37
6	25	38
6	25	39
6	25	40
6	26	31
6	26	32
6	26	33
6	26	34
6	26	35
6	26	36
6	26	37
6	26	38
6	26	39
6	26	40
6	27	30
6	27	31
6	27	32
6	27	33
6	27	34
6	27	35
6	27	36
6	27	37
6	27	38
6	27	39
6	28	30
6	28	31
6	28	32
6	28	33
6	28	34
6	28	35
6	28	36
6	28	37
6	28	38
6	29	30
6	29	31
6	29	32
6	29	33
6	29	34
6	29	35
6	29	36
6	29	37
6	29	38
6	30	30
6	30	31
6	30	32
6	30	33
6	30	34
6	30	35
6	30	36
6	30	37
6	31	30
6	31	31
6	31	32
6	31	33
6	31	34
6	31	35
6	31	36
6	31	37
6	32	35
6	32	36
6	32	37
7	14	32
7	14	33
7	15	29
7	15	30
7	15	31
7	15	32
7	15	33
7	15	34
7	16	28
7	16	29
7	16	30
7	16	31
7	16	32
7	16	33
7	16	34
7	17	28
7	17	29
7	17	30
7	17	31
7	17	32
7	17	33
7	17	34
7	17	35
7	18	28
7	18	29
7	18	30
7	18	31
7	18	32
7	18	33
7	18	34
7	18	35
7	19	26
7	19	27
7	19	28
7	19	29
7	19	30
7	19	31
7	19	32
7	19	33
7	19	34
7	19	35
7	19	36
7	20	25
7	20	26
7	20	27
7	20	28
7	20	29
7	20	30
7	20	31
7	20	32
7	20	33
7	20	34
7	20	35
7	20	36
7	20	37
7	21	27
7	21	28
7	21	29
7	21	30
7	21	31
7	21	32
7	21	33
7	21	34
7	21	35
7	21	36
7	21	37
7	21	38
7	22	27
7	22	28
7	22	29
7	22	30
7	22	31
7	22	32
7	22	33
7	22	34
7	22	35
7	22	36
7	22	37
7	22	38
7	23	28
7	23	29
7	23	30
7	23	31
7	23	32
7	23	33
7	23	34
7	23	35
7	23	36
7	23	37
7	23	38
7	23	39
7	24	28
7	24	29
7	24	30
7	24	31
7	24	32
7	24	33
7	24	34
7	24	35
7	24	36
7	24	37
7	24	38
7	24	39
7	25	29
7	25	30
7	25	31
7	25	32
7	25	33
7	25	34
7	25	35
7	25	36
7	25	37
7	25	38
7	25	39
7	26	31
7	26	32
7	26	33
7	26	34
7	26	35
7	26	36
7	26	37
7	26	38
7	26	39
7	27	31
7	27	32
7	27	33
7	27	34
7	27	35
7	27	36
7	27	37
7	27	38
7	27	39
7	28	31
7	28	32
7	28	33
7	28	34
7	28	35
7	28	36
7	28	37
7	28	38
7	29	31
7	29	32
7	29	33
7	29	34
7	29	35
7	29	36
7	29	37
7	30	31
7	30	32
7	30	33
7	30	34
7	30	35
7	30	36
7	30	37
7	31	31
7	31	33
7	31	34
7	31	35
7	31	36
7	32	35
7	32	36
7	33	36
8	15	31
8	15	32
8	15	33
8	16	29
8	16	30
8	16	31
8	16	32
8	16	33
8	16	34
8	17	29
8	17	30
8	17	31
8	17	32
8	17	33
8	17	34
8	17	35
8	18	29
8	18	30
8	18	31
8	18	32
8	18	33
8	18	34
8	18	35
8	18	36
8	19	29
8	19	30
8	19	31
8	19	32
8	19	33
8	19	34
8	19	35
8	19	36
8	20	27
8	20	28
8	20	29
8	20	30
8	20	31
8	20	32
8	20	33
8	20	34
8	20	35
8	20	36
8	20	37
8	21	26
8	21	27
8	21	28
8	21	29
8	21	30
8	21	31
8	21	32
8	21	33
8	21	34
8	21	35
8	21	36
8	21	37
8	22	27
8	22	28
8	22	29
8	22	30
8	22	31
8	22	32
8	22	33
8	22	34
8	22	35
8	22	36
8	22	37
8	22	38
8	23	28
8	23	29
8	23	30
8	23	31
8	23	32
8	23	33
8	23	34
8	23	35
8	23	36
8	23	37
8	23	38
8	24	28
8	24	29
8	24	30
8	24	31
8	24	32
8	24	33
8	24	34
8	24	35
8	24	36
8	24	37
8	24	38
8	24	39
8	25	29
8	25	30
8	25	31
8	25	32
8	25	33
8	25	34
8	25	35
8	25	36
8	25	37
8	25	38
8	25	39
8	26	31
8	26	32
8	26	33
8	26	34
8	26	35
8	26	36
8	26	37
8	26	38
8	26	39
8	27	32
8	27	33
8	27	34
8	27	35
8	27	36
8	27	37
8	27	38
8	28	32
8	28	33
8	28	34
8	28	35
8	28	36
8	28	37
8	29	32
8	29	33
8	29	34
8	29	35
8	29	36
8	30	32
8	30	33
8	30	34
8	30	35
8	30	36
8	31	34
8	31	35
8	31	36
8	32	35
8	32	36
9	15	32
9	15	33
9	16	31
9	16	32
9	16	33
9	16	34
9	17	30
9	17	31
9	17	32
9	17	33
9	17	34
9	17	35
9	18	29
9	18	30
9	18	31
9	18	32
9	18	33
9	18	34
9	18	35
9	18	36
9	19	29
9	19	30
9	19	31
9	19	32
9	19	33
9	19	34
9	19	35
9	19	36
9	20	27
9	20	28
9	20	29
9	20	30
9	20	31
9	20	32
9	20	33
9	20	34
9	20	35
9	20	36
9	20	37
9	21	26
9	21	27
9	21	28
9	21	29
9	21	30
9	21	31
9	21	32
9	21	33
9	21	34
9	21	35
9	21	36
9	21	37
9	22	27
9	22	28
9	22	29
9	22	30
9	22	31
9	22	32
9	22	33
9	22	34
9	22	35
9	22	36
9	22	37
9	23	28
9	23	29
9	23	30
9	23	31
9	23	32
9	23	33
9	23	34
9	23	35
9	23	36
9	23	37
9	23	38
9	24	28
9	24	29
9	24	30
9	24	31
9	24	32
9	24	33
9	24	34
9	24	35
9	24	36
9	24	37
9	24	38
9	25	29
9	25	30
9	25	31
9	25	32
9	25	33
9	25	34
9	25	35
9	25	36
9	25	37
9	25	38
9	26	31
9	26	32
9	26	33
9	26	34
9	26	35
9	26	36
9	26	37
9	26	38
9	27	33
9	27	34
9	27	35
9	27	36
9	27	37
9	28	33
9	28	34
9	28	35
9	28	36
9	28	37
9	29	33
9	29	34
9	29	35
9	29	36
9	30	35
9	30	36
9	31	35
9	31	36
9	32	35
10	15	32
10	15	33
10	16	31
10	16	32
10	16	33
10	16	34
10	17	31
10	17	32
10	17	33
10	17	34
10	17	35
10	18	29
10	18	30
10	18	31
10	18	32
10	18	33
10	18	34
10	18	35
10	19	29
10	19	30
10	19	31
10	19	32
10	19	33
10	19	34
10	19	35
10	19	36
10	20	27
10	20	28
10	20	29
10	20	30
10	20	31
10	20	32
10	20	33
10	20	34
10	20	35
10	20	36
10	21	26
10	21	27
10	21	28
10	21	29
10	21	30
10	21	31
10	21	32
10	21	33
10	21	34
10	21	35
10	21	36
10	21	37
10	22	29
10	22	30
10	22	31
10	22	32
10	22	33
10	22	34
10	22	35
10	22	36
10	22	37
10	23	29
10	23	30
10	23	31
10	23	32
10	23	33
10	23	34
10	23	35
10	23	36
10	23	37
10	24	29
10	24	30
10	24	31
10	24	32
10	24	33
10	24	34
10	24	35
10	24	36
10	24	37
10	25	29
10	25	30
10	25	31
10	25	32
10	25	33
10	25	34
10	25	35
10	25	36
10	25	37
10	26	31
10	26	32
10	26	33
10	26	34
10	26	35
10	26	36
10	26	37
10	27	34
10	27	35
10	27	36
10	27	37
10	28	34
10	28	35
10	28	36
10	29	36
10	30	36
10	31	36
11	15	32
11	15	33
11	16	32
11	16	33
11	16	34
11	17	32
11	17	33
11	17	34
11	18	30
11	18	31
11	18	32
11	18	33
11	18	34
11	18	35
11	19	29
11	19	30
11	19	31
11	19	32
11	19	33
11	19	34
11	19	35
11	19	36
11	20	27
11	20	28
11	20	29
11	20	30
11	20	31
11	20	32
11	20	33
11	20	34
11	20	35
11	20	36
11	21	28
11	21	29
11	21	30
11	21	31
11	21	32
11	21	33
11	21	34
11	21	35
11	21	36
11	22	30
11	22	31
11	22	32
11	22	33
11	22	34
11	22	35
11	22	36
11	23	30
11	23	31
11	23	32
11	23	33
11	23	34
11	23	35
11	23	36
11	24	30
11	24	31
11	24	32
11	24	33
11	24	34
11	24	35
11	24	36
11	25	30
11	25	31
11	25	32
11	25	33
11	25	34
11	25	35
11	25	36
11	26	34
11	26	35
11	26	36
11	27	35
11	27	36
12	15	33
12	16	33
12	17	33
12	17	34
12	18	33
12	18	34
12	19	31
12	19	32
12	19	33
12	19	34
12	19	35
12	20	29
12	20	30
12	20	31
12	20	32
12	20	33
12	20	34
12	20	35
12	21	31
12	21	32
12	21	33
12	21	34
12	21	35
12	22	31
12	22	32
12	22	33
12	22	34
12	22	35
12	22	36
12	23	31
12	23	32
12	23	33
12	23	34
12	23	35
12	23	36
12	24	31
12	24	32
12	24	33
12	24	34
12	24	35
12	25	35
13	17	34
13	18	34
13	19	34
13	20	32
13	20	33
13	20	34
13	20	35
13	21	32
13	21	33
13	21	34
13	21	35
13	22	32
13	22	33
13	22	34
13	22	35
13	23	32
13	23	33
13	23	34
13	23	35
14	20	34
14	21	33
14	21	34
14	22	33
14	22	34
51	29	30
51	30	30
52	24	35
52	25	35
52	25	36
52	28	29
52	28	30
52	28	31
52	28	32
52	29	28
52	29	29
52	29	30
52	29	31
52	29	32
52	30	29
52	30	30
52	30	31
52	30	32
52	31	29
52	31	30
52	31	31
52	32	29
52	32	30
52	32	31
53	18	30
53	18	31
53	18	32
53	19	31
53	19	32
53	19	33
53	20	31
53	20	32
53	20	33
53	20	34
53	21	31
53	21	32
53	21	33
53	21	34
53	22	32
53	22	33
53	22	34
53	22	35
53	23	33
53	23	34
53	23	35
53	24	33
53	24	34
53	24	35
53	24	36
53	25	32
53	25	33
53	25	34
53	25	35
53	25	36
53	26	30
53	26	31
53	26	32
53	26	33
53	26	34
53	26	35
53	26	36
53	27	28
53	27	29
53	27	30
53	27	31
53	27	32
53	27	33
53	27	34
53	27	35
53	28	27
53	28	28
53	28	29
53	28	30
53	28	31
53	28	32
53	28	33
53	28	34
53	28	35
53	29	27
53	29	28
53	29	29
53	29	30
53	29	31
53	29	32
53	29	33
53	29	34
53	30	27
53	30	28
53	30	29
53	30	30
53	30	31
53	30	32
53	30	33
53	30	34
53	31	27
53	31	28
53	31	29
53	31	30
53	31	31
53	31	32
53	31	33
53	32	28
53	32	29
53	32	30
53	32	31
53	32	32
53	33	29
53	33	30
53	33	31
54	18	29
54	18	30
54	18	31
54	18	32
54	18	33
54	19	30
54	19	31
54	19	32
54	19	33
54	19	34
54	20	30
54	20	31
54	20	32
54	20	33
54	20	34
54	21	30
54	21	31
54	21	32
54	21	33
54	21	34
54	21	35
54	22	31
54	22	32
54	22	33
54	22	34
54	22	35
54	23	31
54	23	32
54	23	33
54	23	34
54	23	35
54	23	36
54	24	30
54	24	31
54	24	32
54	24	33
54	24	34
54	24	35
54	24	36
54	25	29
54	25	30
54	25	31
54	25	32
54	25	33
54	25	34
54	25	35
54	25	36
54	26	27
54	26	28
54	26	29
54	26	30
54	26	31
54	26	32
54	26	33
54	26	34
54	26	35
54	26	36
54	27	26
54	27	27
54	27	28
54	27	29
54	27	30
54	27	31
54	27	32
54	27	33
54	27	34
54	27	35
54	27	36
54	28	25
54	28	26
54	28	27
54	28	28
54	28	29
54	28	30
54	28	31
54	28	32
54	28	33
54	28	34
54	28	35
54	28	36
54	29	25
54	29	26
54	29	27
54	29	28
54	29	29
54	29	30
54	29	31
54	29	32
54	29	33
54	29	34
54	29	35
54	29	36
54	30	26
54	30	27
54	30	28
54	30	29
54	30	30
54	30	31
54	30	32
54	30	33
54	30	34
54	30	35
54	30	36
54	30	39
54	30	40
54	31	26
54	31	27
54	31	28
54	31	29
54	31	30
54	31	31
54	31	32
54	31	33
54	31	34
54	32	27
54	32	28
54	32	29
54	32	30
54	32	31
54	32	32
54	32	33
54	32	34
54	33	27
54	33	28
54	33	29
54	33	30
54	33	31
54	33	32
54	33	33
55	17	31
55	17	32
55	18	29
55	18	30
55	18	31
55	18	32
55	18	33
55	18	34
55	19	29
55	19	30
55	19	31
55	19	32
55	19	33
55	19	34
55	20	29
55	20	30
55	20	31
55	20	32
55	20	33
55	20	34
55	20	35
55	21	29
55	21	30
55	21	31
55	21	32
55	21	33
55	21	34
55	21	35
55	22	29
55	22	30
55	22	31
55	22	32
55	22	33
55	22	34
55	22	35
55	22	36
55	23	29
55	23	30
55	23	31
55	23	32
55	23	33
55	23	34
55	23	35
55	23	36
55	24	28
55	24	29
55	24	30
55	24	31
55	24	32
55	24	33
55	24	34
55	24	35
55	24	36
55	24	37
55	25	26
55	25	27
55	25	28
55	25	29
55	25	30
55	25	31
55	25	32
55	25	33
55	25	34
55	25	35
55	25	36
55	25	37
55	26	25
55	26	26
55	26	27
55	26	28
55	26	29
55	26	30
55	26	31
55	26	32
55	26	33
55	26	34
55	26	35
55	26	36
55	26	37
55	27	24
55	27	25
55	27	26
55	27	27
55	27	28
55	27	29
55	27	30
55	27	31
55	27	32
55	27	33
55	27	34
55	27	35
55	27	36
55	27	37
55	28	24
55	28	25
55	28	26
55	28	27
55	28	28
55	28	29
55	28	30
55	28	31
55	28	32
55	28	33
55	28	34
55	28	35
55	28	36
55	28	37
55	28	38
55	29	24
55	29	25
55	29	26
55	29	27
55	29	28
55	29	29
55	29	30
55	29	31
55	29	32
55	29	33
55	29	34
55	29	35
55	29	36
55	29	37
55	29	38
55	29	39
55	30	24
55	30	25
55	30	26
55	30	27
55	30	28
55	30	29
55	30	30
55	30	31
55	30	32
55	30	33
55	30	34
55	30	35
55	30	36
55	30	37
55	30	38
55	30	39
55	30	40
55	31	24
55	31	25
55	31	26
55	31	27
55	31	28
55	31	29
55	31	30
55	31	31
55	31	32
55	31	33
55	31	34
55	31	35
55	31	36
55	31	37
55	31	38
55	31	39
55	31	40
55	32	25
55	32	26
55	32	27
55	32	28
55	32	29
55	32	30
55	32	31
55	32	32
55	32	33
55	32	34
55	32	35
55	32	36
55	33	26
55	33	27
55	33	28
55	33	29
55	33	30
55	33	31
55	33	32
55	33	33
56	17	29
56	17	30
56	17	32
56	17	33
56	18	29
56	18	30
56	18	31
56	18	32
56	18	33
56	18	34
56	19	29
56	19	30
56	19	31
56	19	32
56	19	33
56	19	34
56	19	35
56	20	28
