#i	j	k
33	13	37
33	14	37
33	15	37
34	12	37
34	12	38
34	13	36
34	13	37
34	13	38
34	14	36
34	14	37
34	14	38
34	15	36
34	15	37
34	15	38
34	16	36
34	16	37
34	16	38
34	16	39
34	17	36
34	17	37
34	17	38
34	18	35
34	18	36
34	18	37
35	12	36
35	12	37
35	12	38
35	13	36
35	13	37
35	13	38
35	14	35
35	14	36
35	14	37
35	14	38
35	15	35
35	15	36
35	15	37
35	15	38
35	16	35
35	16	36
35	16	37
35	16	38
35	17	34
35	17	35
35	17	36
35	17	37
35	17	38
35	18	35
35	18	36
35	18	37
35	19	35
36	11	36
36	11	37
36	12	36
36	12	37
36	13	35
36	13	36
36	13	37
36	14	35
36	14	36
36	14	37
36	15	34
36	15	35
36	15	36
36	15	37
36	16	34
36	16	35
36	16	36
36	16	37
36	16	38
36	17	34
36	17	35
36	17	36
36	17	37
36	17	38
36	18	34
36	18	35
36	18	36
36	18	37
36	18	38
36	19	34
36	19	35
36	19	36
36	20	35
37	12	35
37	12	36
37	13	35
37	13	36
37	14	34
37	14	35
37	14	36
37	15	34
37	15	35
37	15	36
37	15	37
37	16	33
37	16	34
37	16	35
37	16	36
37	16	37
37	17	33
37	17	34
37	17	35
37	17	36
37	17	37
37	18	33
37	18	34
37	18	35
37	18	36
37	18	37
37	19	34
37	19	35
37	19	36
37	19	37
37	20	35
37	20	36
38	13	34
38	13	35
38	14	34
38	14	35
38	14	36
38	15	33
38	15	34
38	15	35
38	15	36
38	16	32
38	16	33
38	16	34
38	16	35
38	16	36
38	17	32
38	17	33
38	17	34
38	17	35
38	17	36
38	18	32
38	18	33
38	18	34
38	18	35
38	18	36
38	19	33
38	19	34
38	19	35
38	19	36
38	20	35
38	20	36
38	21	35
38	21	36
39	14	33
39	14	34
39	14	35
39	15	32
39	15	33
39	15	34
39	15	35
39	16	31
39	16	32
39	16	33
39	16	34
39	16	35
39	17	31
39	17	32
39	17	33
39	17	34
39	17	35
39	18	31
39	18	32
39	18	33
39	18	34
39	18	35
39	19	31
39	19	32
39	19	33
39	19	34
39	19	35
39	20	34
39	20	35
39	21	35
40	15	31
40	15	32
40	15	33
40	15	34
40	16	29
40	16	30
40	16	31
40	16	32
40	16	33
40	16	34
40	17	30
40	17	31
40	17	32
40	17	33
40	17	34
40	18	30
40	18	31
40	18	32
40	18	33
40	18	34
40	19	30
40	19	31
40	19	32
40	19	33
40	19	34
40	20	33
40	20	34
41	15	28
41	15	29
41	15	30
41	16	28
41	16	29
41	16	30
41	16	31
41	16	32
41	16	33
41	17	28
41	17	29
41	17	30
41	17	31
41	17	32
41	17	33
41	18	29
41	18	30
41	18	31
41	18	32
41	18	33
41	19	29
41	19	30
41	19	31
41	19	32
41	19	33
41	20	29
41	20	30
41	20	31
41	20	32
42	16	28
42	16	29
42	16	30
42	16	31
42	17	28
42	17	29
42	17	30
42	17	31
42	17	32
42	18	28
42	18	29
42	18	30
42	18	31
42	18	32
42	19	28
42	19	29
42	19	30
42	19	31
42	19	32
42	20	28
42	20	29
42	20	30
42	20	31
42	20	32
42	21	30
43	17	28
43	17	29
43	17	30
43	17	31
43	18	28
43	18	29
43	18	30
43	18	31
43	19	28
43	19	29
43	19	30
43	19	31
43	20	27
43	20	28
43	20	29
43	20	30
43	20	31
43	21	30
43	21	31
44	16	29
44	17	29
44	18	29
44	18	30
44	19	28
44	19	29
44	19	30
44	20	27
44	20	28
44	20	29
44	20	30
44	20	31
44	21	28
44	21	29
44	21	30
44	21	31
45	16	29
45	17	29
45	18	29
45	18	30
45	19	28
45	19	29
45	19	30
45	20	27
45	20	28
45	20	29
45	20	30
45	20	31
45	21	26
45	21	28
45	21	29
45	21	30
45	21	31
45	22	28
45	22	29
45	22	30
46	16	29
46	17	29
46	18	29
46	18	30
46	19	28
46	19	29
46	19	30
46	20	28
46	20	29
46	20	30
46	20	31
46	21	27
46	21	28
46	21	29
46	21	30
46	21	31
46	22	27
46	22	28
46	22	29
46	22	30
46	23	27
46	23	28
46	23	29
47	16	29
47	17	29
47	18	29
47	18	30
47	19	28
47	19	29
47	19	30
47	20	28
47	20	29
47	20	30
47	20	31
47	21	27
47	21	28
47	21	29
47	21	30
47	21	31
47	21	32
47	22	27
47	22	28
47	22	29
47	22	30
47	23	29
48	17	29
48	18	29
48	19	29
48	20	28
48	20	29
48	21	28
48	21	29
48	21	30
48	21	31
48	21	32
48	22	29
48	22	30
48	22	31
48	22	32
48	22	33
49	21	28
49	22	29
49	22	30
49	22	31
49	22	32
49	22	33
49	23	31
49	23	32
49	23	33
