#i	j	k
4	44	39
4	45	38
4	45	39
4	45	40
4	46	38
4	46	39
4	46	40
4	47	38
4	47	39
4	48	38
5	44	38
5	44	39
5	45	38
5	45	39
5	45	40
5	45	41
5	46	37
5	46	38
5	46	39
5	46	40
5	46	41
5	47	37
5	47	38
5	47	39
5	47	40
5	48	37
5	48	38
6	44	38
6	44	39
6	45	38
6	45	39
6	45	40
6	45	41
6	46	35
6	46	36
6	46	37
6	46	38
6	46	39
6	46	40
6	46	41
6	47	35
6	47	36
6	47	37
6	47	38
6	47	39
6	47	40
6	48	35
6	48	36
6	48	37
6	48	38
7	45	38
7	45	39
7	45	40
7	45	41
7	46	34
7	46	35
7	46	36
7	46	37
7	46	38
7	46	39
7	46	40
7	46	41
7	47	33
7	47	34
7	47	35
7	47	36
7	47	37
7	47	38
7	47	39
7	47	40
7	48	33
7	48	34
7	48	35
7	48	36
7	48	37
7	48	38
7	48	39
7	49	34
7	49	35
8	45	35
8	45	36
8	45	37
8	45	38
8	46	34
8	46	35
8	46	36
8	46	37
8	46	38
8	46	39
8	46	40
8	46	41
8	47	33
8	47	34
8	47	35
8	47	36
8	47	37
8	47	38
8	47	39
8	47	40
8	48	33
8	48	34
8	48	35
8	48	36
8	48	37
8	48	38
8	48	39
8	49	33
8	49	34
8	49	35
8	50	35
9	40	39
9	41	39
9	42	39
9	43	39
9	44	36
9	44	37
9	44	38
9	44	39
9	45	33
9	45	34
9	45	35
9	45	36
9	45	37
9	45	38
9	45	39
9	45	40
9	45	41
9	46	33
9	46	34
9	46	35
9	46	36
9	46	37
9	46	38
9	46	39
9	46	40
9	46	41
9	47	33
9	47	34
9	47	35
9	47	36
9	47	37
9	47	38
9	47	39
9	47	40
9	48	33
9	48	34
9	48	35
9	48	36
9	48	37
9	48	38
9	48	39
9	49	33
9	49	34
9	49	35
9	49	36
9	49	37
10	40	39
10	40	40
10	41	38
10	41	39
10	41	40
10	42	38
10	42	39
10	42	40
10	43	37
10	43	38
10	43	39
10	43	40
10	44	36
10	44	37
10	44	38
10	44	39
10	44	40
10	44	41
10	45	34
10	45	35
10	45	36
10	45	37
10	45	38
10	45	39
10	45	40
10	45	41
10	46	34
10	46	35
10	46	36
10	46	37
10	46	38
10	46	39
10	46	40
10	46	41
10	47	34
10	47	35
10	47	36
10	47	37
10	47	38
10	47	39
10	47	40
10	47	41
10	48	34
10	48	35
10	48	36
10	48	37
10	48	38
10	48	39
10	48	40
10	48	41
10	49	36
10	49	37
10	49	38
10	49	39
11	40	37
11	40	38
11	40	39
11	40	40
11	40	41
11	41	37
11	41	38
11	41	39
11	41	40
11	41	41
11	42	37
11	42	38
11	42	39
11	42	40
11	42	41
11	43	36
11	43	37
11	43	38
11	43	39
11	43	40
11	43	41
11	44	35
11	44	36
11	44	37
11	44	38
11	44	39
11	44	40
11	44	41
11	44	42
11	45	34
11	45	35
11	45	36
11	45	37
11	45	38
11	45	39
11	45	40
11	45	41
11	46	35
11	46	36
11	46	37
11	46	38
11	46	39
11	46	40
11	46	41
11	47	35
11	47	36
11	47	37
11	47	38
11	47	39
11	47	40
11	47	41
11	48	35
11	48	36
11	48	37
11	48	38
11	48	39
11	48	40
11	48	41
11	49	38
11	49	39
11	49	40
12	40	37
12	40	38
12	40	39
12	40	40
12	40	41
12	41	37
12	41	38
12	41	39
12	41	40
12	41	41
12	41	42
12	42	37
12	42	38
12	42	39
12	42	40
12	42	41
12	42	42
12	43	36
12	43	37
12	43	38
12	43	39
12	43	40
12	43	41
12	43	42
12	44	35
12	44	36
12	44	37
12	44	38
12	44	39
12	44	40
12	44	41
12	44	42
12	45	34
12	45	35
12	45	36
12	45	37
12	45	38
12	45	39
12	45	40
12	45	41
12	46	35
12	46	36
12	46	37
12	46	38
12	46	39
12	46	40
12	46	41
12	47	36
12	47	37
12	47	38
12	47	39
12	47	40
12	47	41
12	48	37
12	48	38
12	48	39
12	48	40
12	48	41
12	49	39
12	49	40
12	49	41
13	40	40
13	40	41
13	41	37
13	41	39
13	41	40
13	41	41
13	42	38
13	42	39
13	42	40
13	42	41
13	42	42
13	43	37
13	43	38
13	43	39
13	43	40
13	43	41
13	43	42
13	44	35
13	44	36
13	44	37
13	44	38
13	44	39
13	44	40
13	44	41
13	44	42
13	45	35
13	45	36
13	45	37
13	45	38
13	45	39
13	45	40
13	45	41
13	45	42
13	46	35
13	46	36
13	46	37
13	46	38
13	46	39
13	46	40
13	46	41
13	46	42
13	47	36
13	47	37
13	47	38
13	47	39
13	47	40
13	47	41
13	48	38
13	48	39
13	48	40
13	48	41
13	49	39
13	49	40
13	49	41
13	50	40
14	42	40
14	42	41
14	43	39
14	43	40
14	43	41
14	44	37
14	44	38
14	44	39
14	44	40
14	44	41
14	44	42
14	45	35
14	45	36
14	45	37
14	45	38
14	45	39
14	45	40
14	45	41
14	45	42
14	46	35
14	46	36
14	46	37
14	46	38
14	46	39
14	46	40
14	46	41
14	46	42
14	47	37
14	47	38
14	47	39
14	47	40
14	47	41
14	48	38
14	48	39
14	48	40
14	48	41
14	49	39
14	49	40
14	49	41
14	50	40
15	44	39
15	44	40
15	44	41
15	45	35
15	45	36
15	45	37
15	45	38
15	45	39
15	45	40
15	45	41
15	46	36
15	46	37
15	46	38
15	46	39
15	46	40
15	46	41
15	47	39
15	47	40
15	47	41
15	48	39
15	48	40
15	48	41
15	49	39
15	49	40
15	49	41
15	50	40
16	45	36
16	45	37
16	45	38
16	45	39
16	46	40
16	47	40
16	47	41
16	48	40
16	48	41
16	49	40
