#i	j	k
0	46	24
0	46	25
0	46	26
0	46	27
0	46	28
0	46	29
0	47	23
0	47	24
0	47	25
0	47	26
0	47	27
0	47	28
0	47	29
0	48	21
0	48	22
0	48	23
0	48	24
0	48	25
0	48	26
0	48	27
0	48	28
0	49	20
0	49	21
0	49	22
0	49	23
0	49	24
0	49	25
0	49	26
0	50	20
0	50	21
0	50	22
0	50	23
0	50	24
0	50	25
0	50	31
0	50	32
0	50	33
0	51	20
0	51	21
0	51	22
0	51	23
0	51	24
0	51	25
0	51	29
0	51	30
0	51	31
0	51	32
0	51	33
0	51	34
0	52	20
0	52	21
0	52	22
0	52	23
0	52	24
0	52	25
0	52	26
0	52	27
0	52	28
0	52	29
0	52	30
0	52	31
0	52	32
0	52	33
0	52	34
0	52	35
0	53	19
0	53	20
0	53	21
0	53	22
0	53	23
0	53	24
0	53	25
0	53	26
0	53	27
0	53	28
0	53	29
0	53	30
0	53	31
0	53	32
0	53	33
0	53	34
0	54	19
0	54	20
0	54	21
0	54	22
0	54	23
0	54	24
0	54	25
0	54	26
0	54	27
0	54	28
0	54	29
0	54	30
0	54	31
0	54	32
0	54	33
0	54	34
0	55	19
0	55	20
0	55	21
0	55	22
0	55	23
0	55	24
0	55	25
0	55	26
0	55	27
0	55	28
0	55	29
0	55	30
0	55	31
0	55	32
0	55	33
0	55	34
0	56	19
0	56	20
0	56	21
0	56	22
0	56	23
0	56	24
0	56	25
0	56	26
0	56	27
0	56	28
0	56	29
0	56	30
0	56	31
0	56	32
0	56	33
0	56	34
0	57	19
0	57	20
0	57	21
0	57	22
0	57	23
0	57	24
0	57	25
0	57	26
0	57	27
0	57	28
0	57	29
0	57	30
0	57	31
0	57	32
0	57	33
0	58	19
0	58	20
0	58	21
0	58	22
0	58	23
0	58	24
0	58	25
0	58	26
0	58	27
0	58	28
0	58	29
0	58	30
0	58	31
0	58	32
0	58	33
0	59	20
0	59	21
0	59	22
0	59	23
0	59	24
0	59	25
0	59	26
0	59	27
0	59	28
0	59	29
0	59	30
0	59	31
0	59	32
0	60	21
0	60	22
0	60	23
0	60	24
0	60	25
1	36	35
1	37	35
1	38	35
1	46	24
1	46	25
1	46	26
1	46	27
1	46	28
1	46	29
1	46	30
1	47	23
1	47	24
1	47	25
1	47	26
1	47	27
1	47	28
1	47	29
1	47	30
1	48	19
1	48	20
1	48	21
1	48	22
1	48	23
1	48	24
1	48	25
1	48	26
1	48	27
1	48	28
1	48	29
1	48	30
1	49	19
1	49	20
1	49	21
1	49	22
1	49	23
1	49	24
1	49	25
1	49	26
1	49	27
1	49	28
1	50	19
1	50	20
1	50	21
1	50	22
1	50	23
1	50	24
1	50	25
1	51	19
1	51	20
1	51	21
1	51	22
1	51	23
1	51	24
1	51	25
1	51	30
1	51	31
1	51	32
1	52	19
1	52	20
1	52	21
1	52	22
1	52	23
1	52	24
1	52	25
1	52	28
1	52	29
1	52	30
1	52	31
1	52	32
1	52	33
1	53	19
1	53	20
1	53	21
1	53	22
1	53	23
1	53	24
1	53	25
1	53	26
1	53	27
1	53	28
1	53	29
1	53	30
1	53	31
1	53	32
1	53	33
1	53	34
1	54	19
1	54	20
1	54	21
1	54	22
1	54	23
1	54	24
1	54	25
1	54	26
1	54	27
1	54	28
1	54	29
1	54	30
1	54	31
1	54	32
1	54	33
1	55	19
