#i	j	k
0	0	16
0	0	17
0	0	18
0	0	19
0	0	20
0	0	21
0	0	22
0	0	23
0	0	24
0	0	25
0	0	26
0	0	27
0	0	28
0	0	29
0	0	30
0	0	31
0	1	18
0	1	19
0	1	20
0	1	21
0	1	22
0	1	23
0	1	24
0	1	25
0	1	26
0	1	27
0	1	28
0	1	29
0	2	19
0	2	20
0	2	21
0	2	22
0	2	23
0	2	24
0	2	25
0	2	26
0	3	21
0	3	22
0	3	23
0	3	24
0	3	25
0	3	26
0	4	22
0	4	23
0	4	24
0	4	25
0	4	26
0	5	24
0	5	25
0	5	26
0	55	12
0	55	13
0	55	14
0	55	15
0	56	12
0	56	13
0	56	14
0	56	15
0	56	16
0	56	17
0	57	12
0	57	13
0	57	14
0	57	15
0	57	16
0	57	17
0	58	12
0	58	13
0	58	14
0	58	15
0	58	16
0	58	17
0	58	18
0	58	27
0	59	13
0	59	14
0	59	15
0	59	16
0	59	17
0	59	18
0	59	19
0	59	27
0	59	28
0	59	29
0	60	13
0	60	14
0	60	15
0	60	16
0	60	17
0	60	18
0	60	19
0	60	27
0	60	28
0	60	29
0	60	30
0	61	14
0	61	15
0	61	16
0	61	17
0	61	18
0	61	19
0	61	20
0	61	21
0	61	22
0	61	23
0	61	24
0	61	25
0	61	26
0	61	27
0	61	28
0	61	29
0	61	30
0	61	31
0	62	14
0	62	15
0	62	16
0	62	17
0	62	18
0	62	19
0	62	20
0	62	21
0	62	22
0	62	23
0	62	24
0	62	25
0	62	26
0	62	27
0	62	28
0	62	29
0	62	30
0	62	31
0	62	32
0	62	33
0	63	15
0	63	16
0	63	17
0	63	18
0	63	19
0	63	20
0	63	21
0	63	22
0	63	23
0	63	24
0	63	25
0	63	26
0	63	27
0	63	28
0	63	29
0	63	30
0	63	31
0	63	32
1	0	17
1	0	18
1	0	19
1	0	20
1	0	21
1	0	22
1	0	23
1	0	24
1	0	25
1	0	26
1	0	27
1	0	28
1	0	29
1	0	30
1	1	19
1	1	20
1	1	21
1	1	22
1	1	23
1	1	24
1	1	25
1	1	26
1	1	27
1	1	28
1	2	20
1	2	21
1	2	22
1	2	23
1	2	24
1	2	25
1	3	22
1	3	23
1	54	13
1	55	13
1	55	14
1	55	15
1	56	13
1	56	14
1	56	15
1	57	13
1	57	14
1	57	15
1	57	16
1	58	13
1	58	14
1	58	15
1	58	16
1	58	17
1	59	13
1	59	14
1	59	15
1	59	16
1	59	17
1	59	18
1	59	28
1	60	14
1	60	15
1	60	16
1	60	17
1	60	18
1	60	19
1	60	28
1	60	29
1	61	14
1	61	15
1	61	16
1	61	17
1	61	18
1	61	19
1	61	20
1	61	21
1	61	28
1	61	29
1	61	30
1	62	15
1	62	16
1	62	17
1	62	18
1	62	19
1	62	20
1	62	21
1	62	22
1	62	23
1	62	24
1	62	25
1	62	26
1	62	27
1	62	28
1	62	29
1	62	30
1	62	31
1	63	16
1	63	17
1	63	18
1	63	19
1	63	20
1	63	21
1	63	22
1	63	23
1	63	24
1	63	25
1	63	26
1	63	27
1	63	28
1	63	29
1	63	30
2	0	18
2	0	19
2	0	20
2	0	21
2	0	22
2	0	23
2	0	24
2	0	25
2	0	26
2	0	27
2	0	28
2	1	19
2	1	20
2	1	21
2	1	22
2	1	23
2	1	24
2	1	25
2	1	26
2	2	21
2	2	22
2	2	23
2	2	24
2	55	14
2	56	13
2	56	14
2	56	15
2	57	13
2	57	14
2	57	15
2	58	14
2	58	15
2	58	16
2	59	14
2	59	15
2	59	16
2	59	17
2	59	18
2	60	14
2	60	15
2	60	16
2	60	17
2	60	18
2	60	19
2	61	15
2	61	16
2	61	17
2	61	18
2	61	19
2	61	20
2	61	21
2	61	29
2	61	30
2	62	16
2	62	17
2	62	18
2	62	19
2	62	20
2	62	21
2	62	22
2	62	29
2	62	30
2	63	17
2	63	18
2	63	19
2	63	20
2	63	21
2	63	22
2	63	23
2	63	24
2	63	25
2	63	26
2	63	27
2	63	28
2	63	29
3	0	19
3	0	20
3	0	21
3	0	22
3	0	23
3	0	24
3	0	25
3	0	26
3	1	20
3	1	21
3	1	22
3	1	23
3	1	24
3	56	14
3	57	14
3	57	15
3	58	14
3	58	15
3	59	15
3	59	16
3	59	17
3	60	15
3	60	16
3	60	17
3	60	18
3	61	16
3	61	17
3	61	18
3	61	19
3	61	20
3	61	21
3	62	17
3	62	18
3	62	19
3	62	20
3	62	21
3	62	22
3	62	30
3	63	18
3	63	19
3	63	20
3	63	21
3	63	22
3	63	23
4	0	19
4	0	20
4	0	21
4	0	22
4	0	23
4	0	24
4	1	20
4	1	21
4	1	22
4	60	16
4	60	17
4	60	18
4	61	17
4	61	18
4	61	19
4	61	20
4	62	18
4	62	19
4	62	20
4	62	21
4	62	22
4	63	18
4	63	19
4	63	20
4	63	21
4	63	22
4	63	23
5	0	19
5	0	20
5	0	21
5	0	22
5	61	18
5	61	19
5	61	20
5	62	18
5	62	19
5	62	20
5	62	21
5	62	22
5	63	19
5	63	20
5	63	21
5	63	22
5	63	23
6	0	20
6	61	19
6	62	19
6	62	20
6	62	21
