#i	j	k
0	45	20
0	45	21
0	45	22
0	45	23
0	45	24
0	45	25
0	45	26
0	46	22
0	46	23
0	46	24
1	43	19
1	44	21
1	44	22
1	44	23
1	44	24
1	44	25
1	45	21
1	45	22
1	45	23
1	45	24
1	45	25
1	45	26
1	46	21
1	46	22
1	46	23
1	46	24
1	46	25
1	47	21
1	47	22
1	47	23
1	48	19
1	48	21
2	43	19
2	43	20
2	43	21
2	43	22
2	43	23
2	43	24
2	44	20
2	44	21
2	44	22
2	44	23
2	44	24
2	44	25
2	45	20
2	45	21
2	45	22
2	45	23
2	45	24
2	45	25
2	45	26
2	46	20
2	46	21
2	46	22
2	46	23
2	46	24
2	46	25
2	46	26
2	47	19
2	47	20
2	47	21
2	47	22
2	47	23
2	47	24
2	48	14
2	48	18
2	48	20
2	48	21
2	48	22
3	43	19
3	43	20
3	43	21
3	43	22
3	43	23
3	43	24
3	44	20
3	44	21
3	44	22
3	44	23
3	44	24
3	44	25
3	45	20
3	45	21
3	45	22
3	45	23
3	45	24
3	45	25
3	45	26
3	45	29
3	45	30
3	45	31
3	45	32
3	46	20
3	46	21
3	46	22
3	46	23
3	46	24
3	46	25
3	46	26
3	46	28
3	46	29
3	46	30
3	46	31
3	47	13
3	47	14
3	47	15
3	47	19
3	47	20
3	47	21
3	47	22
3	47	23
3	47	24
3	47	25
3	48	13
3	48	14
3	48	15
3	48	19
3	48	20
3	48	21
3	48	22
3	48	23
3	49	14
3	49	21
4	43	20
4	43	21
4	43	22
4	43	23
4	43	24
4	44	19
4	44	20
4	44	21
4	44	22
4	44	23
4	44	24
4	44	25
4	44	30
4	44	31
4	44	32
4	44	33
4	45	15
4	45	19
4	45	20
4	45	21
4	45	22
4	45	23
4	45	24
4	45	25
4	45	26
4	45	28
4	45	29
4	45	30
4	45	31
4	45	32
4	46	15
4	46	16
4	46	19
4	46	20
4	46	21
4	46	22
4	46	23
4	46	24
4	46	25
4	46	26
4	46	27
4	46	28
4	46	29
4	46	30
4	46	31
4	47	13
4	47	14
4	47	15
4	47	16
4	47	19
4	47	20
4	47	21
4	47	22
4	47	23
4	47	24
4	47	25
4	47	26
4	47	27
4	47	28
4	47	29
4	47	30
4	47	31
4	48	13
4	48	14
4	48	15
4	48	16
4	48	17
4	48	18
4	48	19
4	48	20
4	48	21
4	48	22
4	48	23
4	49	13
4	49	14
4	49	15
4	49	19
4	49	20
4	49	21
4	49	22
4	50	20
5	43	20
5	43	21
5	43	22
5	43	23
5	43	24
5	43	32
5	43	33
5	43	34
5	44	18
5	44	19
5	44	20
5	44	21
5	44	22
5	44	23
5	44	24
5	44	25
5	44	29
5	44	30
5	44	31
5	44	32
5	44	33
5	45	15
5	45	18
5	45	19
5	45	20
5	45	21
5	45	22
5	45	23
5	45	24
5	45	25
5	45	26
5	45	28
5	45	29
5	45	30
5	45	31
5	45	32
5	46	14
5	46	15
5	46	16
5	46	17
5	46	18
5	46	19
5	46	20
5	46	21
5	46	22
5	46	23
5	46	24
5	46	25
5	46	26
5	46	27
5	46	28
5	46	29
5	46	30
5	46	31
5	46	32
5	47	13
5	47	14
5	47	15
5	47	16
5	47	17
5	47	18
5	47	19
5	47	20
5	47	21
5	47	22
5	47	23
5	47	24
5	47	25
5	47	26
5	47	27
5	47	28
5	47	29
5	47	30
5	47	31
5	47	32
5	48	13
5	48	14
5	48	15
5	48	16
5	48	17
5	48	18
5	48	19
5	48	20
5	48	21
5	48	22
5	48	23
5	48	24
5	48	27
5	48	28
5	48	29
5	48	30
5	48	31
5	48	32
5	48	34
5	49	13
5	49	14
5	49	15
5	49	16
5	49	17
5	49	18
5	49	19
5	49	20
5	49	21
5	49	22
5	49	31
5	49	33
5	50	14
5	50	15
5	50	19
5	50	20
6	42	33
6	43	22
6	43	31
6	43	32
6	43	33
6	43	34
6	44	19
6	44	21
6	44	22
6	44	23
6	44	24
6	44	25
6	44	28
6	44	29
6	44	30
6	44	31
6	44	32
6	44	33
6	45	14
6	45	15
6	45	16
6	45	17
6	45	18
6	45	19
6	45	20
6	45	21
6	45	22
6	45	23
6	45	24
6	45	25
6	45	26
6	45	27
6	45	28
6	45	29
6	45	30
6	45	31
6	45	32
6	45	33
6	46	14
6	46	15
6	46	16
6	46	17
6	46	18
6	46	19
6	46	20
6	46	21
6	46	22
6	46	23
6	46	24
6	46	25
6	46	26
6	46	27
6	46	28
6	46	29
6	46	30
6	46	31
6	46	32
6	46	33
6	47	13
6	47	14
6	47	15
6	47	16
6	47	17
6	47	18
6	47	19
6	47	20
6	47	21
6	47	22
6	47	23
6	47	24
6	47	25
6	47	26
6	47	27
6	47	28
6	47	29
6	47	30
6	47	31
6	47	32
6	47	33
6	48	13
6	48	14
6	48	15
6	48	16
6	48	17
6	48	18
6	48	19
6	48	20
6	48	21
6	48	22
6	48	23
6	48	24
6	48	25
6	48	27
6	48	28
6	48	29
6	48	30
6	48	31
6	48	32
6	48	33
6	48	34
6	49	13
6	49	14
6	49	15
6	49	16
6	49	17
6	49	18
6	49	19
6	49	20
6	49	21
6	49	22
6	49	27
6	49	28
