#i	j	k
32	2	24
32	2	25
33	2	25
33	2	26
33	2	27
33	2	28
33	3	25
33	3	26
33	3	27
33	3	28
33	4	27
33	4	28
33	5	28
34	1	28
34	2	27
34	2	28
34	2	29
34	2	30
34	2	31
34	2	32
34	3	26
34	3	27
34	3	28
34	3	29
34	3	30
34	3	31
34	3	32
34	4	27
34	4	28
34	4	29
34	4	30
34	4	31
34	4	32
34	5	28
34	5	29
34	5	30
35	0	27
35	0	28
35	1	28
35	2	27
35	2	28
35	2	29
35	2	30
35	2	31
35	2	32
35	3	27
35	3	28
35	3	29
35	3	30
35	3	31
35	3	32
35	4	27
35	4	28
35	4	29
35	4	30
35	4	31
35	4	32
35	5	29
35	5	30
35	5	31
35	5	32
35	63	25
35	63	26
35	63	27
35	63	28
36	0	26
36	0	27
36	0	28
36	0	29
36	0	30
36	0	31
36	0	32
36	1	27
36	1	28
36	1	29
36	1	30
36	1	31
36	1	32
36	1	33
36	2	28
36	2	29
36	2	30
36	2	31
36	2	32
36	2	33
36	3	28
36	3	29
36	3	30
36	3	31
36	3	32
36	3	33
36	4	29
36	4	30
36	4	31
36	4	32
36	62	25
36	62	26
36	62	27
36	62	28
36	62	29
36	63	25
36	63	26
36	63	27
36	63	28
36	63	29
36	63	30
36	63	31
37	0	26
37	0	27
37	0	28
37	0	29
37	0	30
37	0	31
37	0	32
37	0	33
37	0	34
37	1	26
37	1	27
37	1	28
37	1	29
37	1	30
37	1	31
37	1	32
37	1	33
37	1	34
37	2	27
37	2	28
37	2	29
37	2	30
37	2	31
37	2	32
37	2	33
37	2	34
37	3	31
37	3	32
37	3	33
37	3	34
37	62	27
37	62	28
37	63	25
37	63	26
37	63	27
37	63	28
37	63	29
37	63	30
37	63	31
37	63	32
37	63	33
38	0	27
38	0	28
38	0	29
38	0	30
38	0	31
38	0	32
38	0	33
38	0	34
38	1	27
38	1	28
38	1	29
38	1	30
38	1	31
38	1	32
38	1	33
38	1	34
38	2	28
38	2	29
38	2	30
38	2	31
38	2	32
38	2	33
38	2	34
38	3	31
38	3	32
38	3	33
38	3	34
38	63	27
38	63	28
38	63	29
38	63	32
38	63	33
39	0	29
39	0	30
39	1	28
39	1	29
39	1	30
39	1	31
39	1	32
39	1	33
39	1	34
39	2	29
39	2	30
39	2	31
39	2	32
39	2	33
39	2	34
39	3	30
39	3	31
39	3	32
39	3	33
39	3	34
39	4	32
40	2	30
40	2	31
40	2	32
40	2	33
40	3	30
40	3	31
40	3	32
40	3	33
