#i	j	k
2	17	1
2	17	2
2	17	3
2	18	1
2	18	2
2	18	3
2	19	1
2	19	2
2	19	3
2	20	1
2	20	2
2	20	3
3	17	1
3	17	2
3	17	3
3	17	4
3	18	1
3	18	2
3	18	3
3	19	1
4	17	1
4	17	2
4	17	3
4	17	4
14	16	59
14	16	60
17	9	9
18	9	6
18	9	7
18	9	8
18	9	9
18	9	10
18	10	8
18	10	9
19	8	5
19	8	6
19	8	9
19	8	10
19	9	6
19	9	7
19	9	8
19	9	9
19	9	10
19	10	7
19	10	8
19	10	9
19	10	10
19	11	7
19	11	8
19	11	9
19	11	10
19	12	8
19	12	9
20	8	5
20	8	6
20	8	7
20	8	8
20	8	9
20	8	10
20	9	6
20	9	7
20	9	8
20	9	9
20	9	10
20	10	7
20	10	8
20	10	9
20	10	10
20	11	7
20	11	8
20	11	9
20	11	10
20	12	8
20	12	9
21	8	5
21	8	6
21	8	7
21	8	8
21	8	9
21	9	6
21	9	7
21	9	8
21	9	9
21	9	10
21	10	6
21	10	7
21	10	8
21	10	9
21	10	10
21	11	6
21	11	7
21	11	8
21	11	9
21	12	8
22	8	5
22	8	6
22	8	7
22	8	8
22	8	9
22	9	6
22	9	7
22	9	8
22	9	9
22	9	10
22	10	6
22	10	7
22	10	8
22	10	9
22	11	6
22	11	7
22	11	8
22	11	9
22	12	7
22	12	8
23	8	7
23	9	7
23	9	8
23	9	9
23	10	7
23	10	8
23	11	7
23	12	7
