#i	j	k
4	9	45
4	10	44
4	10	45
4	11	44
4	11	45
4	12	45
4	13	45
4	16	47
4	16	48
4	16	49
4	16	50
5	7	46
5	8	45
5	8	46
5	9	44
5	9	45
5	9	46
5	10	43
5	10	44
5	10	45
5	10	46
5	11	43
5	11	44
5	11	45
5	11	46
5	12	44
5	12	45
5	12	46
5	13	45
5	15	46
5	15	47
5	15	48
5	15	49
5	16	47
5	16	48
5	16	49
5	16	50
5	17	48
6	7	46
6	8	44
6	8	45
6	8	46
6	8	47
6	9	43
6	9	44
6	9	45
6	9	46
6	9	47
6	10	43
6	10	44
6	10	45
6	10	46
6	10	47
6	11	43
6	11	44
6	11	45
6	11	46
6	11	47
6	12	43
6	12	44
6	12	45
6	12	46
6	13	44
6	13	45
6	14	45
6	14	46
6	14	47
6	14	48
6	15	45
6	15	46
6	15	47
6	15	48
6	15	49
6	16	46
6	16	47
6	16	48
6	16	49
6	16	50
6	16	51
6	17	46
6	17	47
6	17	48
6	17	49
7	8	44
7	8	45
7	8	46
7	8	47
7	9	42
7	9	43
7	9	44
7	9	45
7	9	46
7	9	47
7	10	42
7	10	43
7	10	44
7	10	45
7	10	46
7	10	47
7	11	42
7	11	43
7	11	44
7	11	45
7	11	46
7	11	47
7	12	43
7	12	44
7	12	45
7	12	46
7	13	43
7	13	44
7	13	45
7	13	46
7	13	47
7	14	44
7	14	45
7	14	46
7	14	47
7	14	48
7	14	49
7	15	44
7	15	45
7	15	46
7	15	47
7	15	48
7	15	49
7	15	50
7	16	45
7	16	46
7	16	47
7	16	48
7	16	49
7	16	50
7	17	46
7	17	47
7	17	48
7	17	49
7	18	46
7	18	47
8	8	43
8	8	44
8	8	45
8	8	46
8	8	47
8	8	48
8	9	42
8	9	43
8	9	44
8	9	45
8	9	46
8	9	47
8	9	48
8	10	42
8	10	43
8	10	44
8	10	45
8	10	46
8	10	47
8	10	48
8	11	42
8	11	43
8	11	44
8	11	45
8	11	46
8	11	47
8	11	48
8	12	42
8	12	43
8	12	44
8	12	45
8	12	46
8	12	47
8	13	43
8	13	44
8	13	45
8	13	46
8	13	47
8	13	48
8	14	43
8	14	44
8	14	45
8	14	46
8	14	47
8	14	48
8	14	49
8	15	44
8	15	45
8	15	46
8	15	47
8	15	48
8	15	49
8	15	50
8	16	44
8	16	45
8	16	46
8	16	47
8	16	48
8	16	49
8	16	50
8	16	51
8	17	45
8	17	46
8	17	47
8	17	48
8	17	49
8	17	50
8	18	46
8	18	47
8	18	48
8	18	49
8	19	53
9	8	43
9	8	44
9	8	45
9	8	46
9	8	47
9	8	48
9	9	42
9	9	43
9	9	44
9	9	45
9	9	46
9	9	47
9	9	48
9	10	42
9	10	43
9	10	44
9	10	45
9	10	46
9	10	47
9	10	48
9	11	42
9	11	43
9	11	44
9	11	45
9	11	46
9	11	47
9	11	48
9	12	42
9	12	43
9	12	44
9	12	45
9	12	46
9	12	47
9	12	48
9	13	42
9	13	43
9	13	44
9	13	45
9	13	46
9	13	47
9	13	48
9	14	42
9	14	43
9	14	44
9	14	45
9	14	46
9	14	47
9	14	48
9	14	49
9	15	43
9	15	44
9	15	45
9	15	46
9	15	47
9	15	48
9	15	49
9	15	50
9	15	51
9	16	44
9	16	45
9	16	46
9	16	47
9	16	48
9	16	49
9	16	50
9	16	51
9	17	45
9	17	46
9	17	47
9	17	48
9	17	49
9	17	50
9	17	51
9	18	46
9	18	47
9	18	48
9	18	49
9	18	50
9	18	51
9	18	52
9	18	53
9	18	54
9	19	52
9	19	53
