#i	j	k
46	31	59
46	32	59
47	30	56
47	30	57
47	30	60
47	31	56
47	31	57
47	31	58
47	31	59
47	31	60
47	32	56
47	32	57
47	32	58
47	32	59
47	32	60
47	33	62
47	34	63
47	35	63
47	36	63
47	37	0
47	37	63
47	38	63
48	28	55
48	29	55
48	29	56
48	29	57
48	29	58
48	29	59
48	29	60
48	29	61
48	30	55
48	30	56
48	30	57
48	30	58
48	30	59
48	30	60
48	30	61
48	31	55
48	31	56
48	31	57
48	31	58
48	31	59
48	31	60
48	31	61
48	32	55
48	32	56
48	32	57
48	32	58
48	32	59
48	32	60
48	32	61
48	32	62
48	33	0
48	33	55
48	33	57
48	33	58
48	33	59
48	33	60
48	33	61
48	33	62
48	33	63
48	34	0
48	34	55
48	34	62
48	34	63
48	35	0
48	35	62
48	35	63
48	36	0
48	36	1
48	36	62
48	36	63
48	37	0
48	37	63
48	38	1
48	38	62
48	38	63
49	28	57
49	28	58
49	28	59
49	29	56
49	29	57
49	29	58
49	29	59
49	29	60
49	29	61
49	30	55
49	30	56
49	30	57
49	30	58
49	30	59
49	30	60
49	30	61
49	30	62
49	31	54
49	31	55
49	31	56
49	31	57
49	31	58
49	31	59
49	31	60
49	31	61
49	31	62
49	31	63
49	32	0
49	32	54
49	32	55
49	32	56
49	32	57
49	32	58
49	32	59
49	32	60
49	32	61
49	32	62
49	32	63
49	33	0
49	33	1
49	33	55
49	33	56
49	33	57
49	33	58
49	33	59
49	33	60
49	33	61
49	33	62
49	33	63
49	34	0
49	34	1
49	34	55
49	34	58
49	34	59
49	34	60
49	34	61
49	34	62
49	34	63
49	35	0
49	35	1
49	35	61
49	35	62
49	35	63
49	36	0
49	36	1
49	36	61
49	36	62
49	36	63
49	37	0
49	37	2
49	37	63
49	38	2
49	38	62
49	38	63
49	39	2
49	39	62
50	29	57
50	29	58
50	29	59
50	29	60
50	30	56
50	30	57
50	30	58
50	30	59
50	30	60
50	30	61
50	30	62
50	31	55
50	31	56
50	31	57
50	31	58
50	31	59
50	31	60
50	31	61
50	31	62
50	31	63
50	32	0
50	32	55
50	32	56
50	32	57
50	32	58
50	32	59
50	32	60
50	32	61
50	32	62
50	32	63
50	33	0
50	33	54
50	33	55
50	33	56
50	33	57
50	33	58
50	33	59
50	33	60
50	33	61
50	33	62
50	33	63
50	34	0
50	34	1
50	34	55
50	34	58
50	34	59
50	34	60
50	34	61
50	34	62
50	34	63
50	35	0
50	35	1
50	35	4
50	35	10
50	35	59
50	35	60
50	35	61
50	35	62
50	35	63
50	36	0
50	36	1
50	36	3
50	36	61
50	36	62
50	36	63
50	37	0
50	37	3
50	37	62
50	37	63
50	38	3
50	38	62
50	38	63
50	39	62
51	29	58
51	29	59
51	29	60
51	30	57
51	30	58
51	30	59
51	30	60
51	30	61
51	30	62
51	31	56
51	31	57
51	31	58
51	31	59
51	31	60
51	31	61
51	31	62
51	31	63
51	32	0
51	32	55
51	32	56
51	32	57
51	32	58
51	32	59
51	32	60
51	32	61
51	32	62
51	32	63
51	33	0
51	33	9
51	33	54
51	33	55
51	33	56
51	33	57
51	33	58
51	33	59
51	33	60
51	33	61
51	33	62
51	33	63
51	34	0
51	34	1
51	34	7
51	34	8
51	34	9
51	34	10
51	34	11
51	34	55
51	34	58
51	34	59
51	34	60
51	34	61
51	34	62
51	34	63
51	35	0
51	35	1
51	35	4
51	35	5
51	35	6
51	35	7
51	35	8
51	35	9
51	35	59
51	35	60
51	35	61
51	35	62
51	35	63
51	36	0
51	36	1
51	36	4
51	36	5
51	36	6
51	36	7
51	36	8
51	36	61
51	36	62
51	36	63
51	37	4
51	37	5
51	37	6
51	37	7
51	37	62
51	37	63
51	38	62
51	38	63
51	39	62
52	29	58
52	29	59
52	29	60
52	30	57
52	30	58
52	30	59
52	30	60
52	30	61
52	30	62
52	31	56
52	31	57
52	31	58
52	31	59
52	31	60
52	31	61
52	31	62
52	31	63
52	32	56
52	32	57
52	32	58
52	32	59
52	32	60
52	32	61
52	32	62
52	32	63
52	33	7
52	33	8
52	33	9
52	33	56
52	33	57
52	33	58
52	33	59
52	33	60
52	33	61
52	33	62
52	33	63
52	34	0
52	34	1
52	34	5
52	34	6
52	34	7
52	34	8
52	34	9
52	34	10
52	34	58
52	34	59
52	34	60
52	34	61
52	34	62
52	34	63
52	35	0
52	35	1
52	35	5
52	35	6
52	35	7
52	35	8
52	35	9
52	35	63
52	36	0
52	36	5
52	36	6
52	36	7
52	36	8
52	36	63
52	37	6
52	37	7
52	37	62
52	37	63
52	38	62
53	30	60
53	31	60
53	31	61
53	32	60
53	32	61
53	32	62
53	33	62
53	34	4
53	34	5
53	34	6
53	34	7
53	34	8
53	34	9
53	34	10
53	35	5
53	35	6
53	35	7
53	35	8
53	36	6
53	36	7
54	34	4
54	34	5
54	34	6
54	34	7
54	34	8
54	34	9
54	34	10
54	35	7
54	35	8
54	36	7
55	34	6
55	34	7
55	34	8
55	34	9
55	35	7
55	36	7
56	34	6
56	34	7
56	34	8
