#i	j	k
0	9	30
0	9	31
0	10	28
0	10	29
0	10	30
0	10	31
0	10	32
1	9	29
1	9	30
1	10	28
1	10	29
1	10	30
1	10	31
2	9	30
57	9	32
57	9	33
57	9	34
57	10	31
57	10	32
57	10	33
57	10	34
57	11	30
57	11	31
57	11	32
57	11	33
57	12	29
57	12	30
57	12	31
57	12	32
57	12	33
57	13	31
57	13	32
58	9	31
58	9	32
58	9	33
58	10	30
58	10	31
58	10	32
58	10	33
58	11	30
58	11	31
58	11	32
58	11	33
58	12	29
58	12	30
58	12	31
58	12	32
58	13	29
58	13	30
58	13	31
58	13	32
59	8	32
59	9	31
59	9	32
59	9	33
59	10	30
59	10	31
59	10	32
59	10	33
59	11	29
59	11	30
59	11	31
59	11	32
59	11	33
59	12	29
59	12	30
59	12	31
59	12	32
59	13	29
59	13	30
59	13	31
60	8	32
60	9	30
60	9	31
60	9	32
60	9	33
60	10	29
60	10	30
60	10	31
60	10	32
60	10	33
60	11	29
60	11	30
60	11	31
60	11	32
60	11	33
60	12	29
60	12	30
60	12	31
61	8	31
61	9	30
61	9	31
61	9	32
61	9	33
61	10	29
61	10	30
61	10	31
61	10	32
61	10	33
61	11	29
61	11	30
61	11	31
61	11	32
61	12	29
62	8	31
62	9	30
62	9	31
62	9	32
62	10	29
62	10	30
62	10	31
62	10	32
62	10	33
62	11	29
62	11	30
62	11	31
62	11	32
63	9	30
63	9	31
63	9	32
63	10	29
63	10	30
63	10	31
63	10	32
63	11	29
63	11	30
63	11	31
