#i	j	k
14	23	20
14	24	21
15	23	20
15	23	23
15	24	20
15	24	21
15	24	22
15	24	23
15	25	20
15	25	21
15	25	22
15	25	23
15	26	20
15	26	21
16	21	21
16	23	19
16	23	20
16	23	22
16	23	23
16	23	24
16	24	19
16	24	20
16	24	21
16	24	22
16	24	23
16	24	24
16	25	19
16	25	20
16	25	21
16	25	22
16	25	23
16	25	24
16	26	19
16	26	20
16	26	21
16	26	22
16	26	23
16	26	24
16	27	19
16	27	20
16	27	21
16	27	22
17	22	21
17	23	22
17	23	23
17	23	24
17	23	25
17	24	19
17	24	20
17	24	21
17	24	22
17	24	23
17	24	24
17	24	25
17	25	19
17	25	20
17	25	21
17	25	22
17	25	23
17	25	24
17	25	25
17	26	19
17	26	20
17	26	21
17	26	22
17	26	23
17	26	24
17	26	25
17	27	19
17	27	20
17	27	21
17	27	22
17	27	23
17	27	24
17	27	25
17	28	20
17	28	21
17	28	22
17	28	23
18	22	21
18	23	22
18	23	23
18	23	24
18	23	25
18	23	26
18	24	21
18	24	22
18	24	23
18	24	24
18	24	25
18	24	26
18	25	20
18	25	21
18	25	22
18	25	23
18	25	24
18	25	25
18	25	26
18	26	20
18	26	21
18	26	22
18	26	23
18	26	24
18	26	25
18	26	26
18	27	20
18	27	21
18	27	22
18	27	23
18	28	20
18	28	21
18	28	22
18	28	23
18	29	19
18	29	20
19	22	22
19	22	23
19	22	24
19	23	22
19	23	23
19	23	24
19	23	25
19	23	26
19	24	22
19	24	23
19	24	24
19	24	25
19	24	26
19	24	27
19	25	21
19	25	22
19	25	23
19	25	24
19	25	25
19	26	21
19	26	22
19	26	23
19	26	24
19	27	21
19	27	22
19	27	23
19	28	20
20	22	23
20	22	24
20	22	25
20	23	22
20	23	23
20	23	24
20	23	25
20	23	26
20	24	22
20	24	23
20	24	24
20	24	25
20	24	26
20	25	22
20	25	23
20	25	24
20	25	25
20	26	22
20	26	23
20	26	24
21	22	24
21	23	23
21	23	24
21	23	25
21	24	23
21	24	24
21	24	25
21	24	26
21	25	23
21	25	24
21	25	25
