#i	j	k
0	15	10
0	15	11
0	15	12
0	16	9
0	16	10
0	16	11
0	16	12
0	16	13
0	17	9
0	17	10
0	17	11
0	17	12
0	18	10
0	18	11
0	18	12
1	15	11
1	15	12
1	16	9
1	16	10
1	16	11
1	16	12
1	17	9
1	17	10
1	17	11
1	17	12
1	18	10
1	18	11
1	18	12
1	19	12
2	16	7
2	16	8
2	16	9
2	16	10
2	16	11
2	17	5
2	17	6
2	17	7
2	17	8
2	17	9
2	17	10
2	17	11
2	18	4
2	18	5
2	18	6
2	18	7
2	18	10
2	18	11
2	18	12
2	19	0
2	19	4
2	19	5
2	19	12
2	19	63
2	20	0
2	20	4
2	20	62
2	20	63
2	21	0
2	21	1
2	21	2
2	21	3
2	21	60
2	21	61
2	21	62
2	21	63
2	22	0
3	16	6
3	16	7
3	16	8
3	16	9
3	17	5
3	17	6
3	17	7
3	17	8
3	17	9
3	17	10
3	18	4
3	18	5
3	18	6
3	18	7
3	18	8
3	19	0
3	19	2
3	19	3
3	19	4
3	19	5
3	19	6
3	19	7
3	19	63
3	20	0
3	20	1
3	20	2
3	20	3
3	20	4
3	20	5
3	20	6
3	20	7
3	20	62
3	20	63
3	21	0
3	21	1
3	21	2
3	21	3
3	21	4
3	21	5
3	21	6
3	21	7
3	21	60
3	21	61
3	21	62
3	21	63
3	22	0
3	22	1
3	22	2
3	22	3
3	22	4
3	22	6
3	22	7
3	22	8
3	22	63
3	23	0
3	23	7
3	23	8
3	23	9
3	24	8
4	16	7
4	16	8
4	17	7
4	17	8
4	17	9
4	18	1
4	18	2
4	18	3
4	18	4
4	18	5
4	18	6
4	18	7
4	18	8
4	18	9
4	19	1
4	19	2
4	19	3
4	19	4
4	19	5
4	19	6
4	19	7
4	19	8
4	20	0
4	20	1
4	20	2
4	20	3
4	20	4
4	20	5
4	20	6
4	20	7
4	20	8
4	20	62
4	20	63
4	21	0
4	21	1
4	21	2
4	21	3
4	21	4
4	21	5
4	21	6
4	21	7
4	21	8
4	21	61
4	21	62
4	21	63
4	22	0
4	22	1
4	22	2
4	22	3
4	22	4
4	22	5
4	22	6
4	22	7
4	22	8
4	22	62
4	22	63
4	23	1
4	23	2
4	23	3
4	23	7
4	23	8
4	23	9
4	24	8
4	24	9
5	17	2
5	17	3
5	17	4
5	17	8
5	18	1
5	18	2
5	18	3
5	18	4
5	18	5
5	18	6
5	18	7
5	18	8
5	18	9
5	18	10
5	19	1
5	19	2
5	19	3
5	19	4
5	19	5
5	19	6
5	19	7
5	19	8
5	19	9
5	20	0
5	20	1
5	20	2
5	20	3
5	20	4
5	20	5
5	20	6
5	20	7
5	20	8
5	20	9
5	21	0
5	21	1
5	21	2
5	21	3
5	21	4
5	21	5
5	21	6
5	21	7
5	21	8
5	21	9
5	21	63
5	22	0
5	22	1
5	22	2
5	22	3
5	22	4
5	22	5
5	22	6
5	22	7
5	22	8
5	22	9
5	22	63
5	23	8
6	18	3
6	18	4
6	18	8
6	18	9
6	19	2
6	19	3
6	19	4
6	19	5
6	19	6
6	19	7
6	19	8
6	19	9
6	19	10
6	20	1
6	20	2
6	20	3
6	20	4
6	20	5
6	20	6
6	20	7
6	20	8
6	20	9
6	20	10
6	21	1
6	21	2
6	21	3
6	21	4
6	21	5
6	21	6
6	21	7
6	21	8
6	21	9
6	21	63
6	22	2
6	22	3
6	22	4
6	22	5
6	22	7
6	22	8
7	19	6
7	19	7
7	19	8
7	19	9
7	20	5
7	20	6
7	20	7
7	20	8
7	20	9
7	21	5
7	21	6
7	21	7
7	21	8
62	14	10
62	14	11
62	14	12
62	15	9
62	15	10
62	15	11
62	15	12
62	16	9
62	16	10
62	16	11
62	16	12
62	17	9
62	17	10
62	17	11
62	17	12
62	18	9
62	18	10
62	18	11
63	14	11
63	14	12
63	15	9
63	15	10
63	15	11
63	15	12
63	16	9
63	16	10
63	16	11
63	16	12
63	16	13
63	17	9
63	17	10
63	17	11
63	17	12
63	18	9
63	18	10
63	18	11
63	19	10
