#i	j	k
35	33	12
35	34	12
35	35	12
35	35	13
35	35	14
35	36	13
35	36	14
35	36	15
36	29	13
36	30	12
36	31	13
36	32	13
36	33	12
36	33	13
36	34	12
36	34	13
36	34	14
36	35	12
36	35	13
36	35	14
36	35	15
36	36	12
36	36	13
36	36	14
36	36	15
36	36	16
36	37	13
36	37	14
36	37	15
37	27	11
37	27	12
37	28	10
37	28	11
37	28	12
37	28	13
37	28	14
37	29	12
37	29	13
37	29	14
37	30	12
37	30	13
37	30	14
37	30	15
37	31	11
37	31	12
37	31	13
37	31	14
37	31	15
37	32	11
37	32	12
37	32	13
37	32	14
37	32	15
37	33	11
37	33	12
37	33	13
37	33	14
37	33	15
37	34	11
37	34	12
37	34	13
37	34	14
37	34	15
37	34	16
37	35	11
37	35	12
37	35	13
37	35	14
37	35	15
37	35	16
37	36	12
37	36	13
37	36	14
37	36	15
37	36	16
37	36	17
37	37	12
37	37	13
37	37	14
37	37	15
37	37	16
37	37	17
38	26	10
38	26	11
38	26	12
38	27	10
38	27	11
38	27	12
38	27	13
38	27	14
38	27	15
38	27	16
38	28	10
38	28	11
38	28	12
38	28	13
38	28	14
38	28	15
38	28	16
38	29	10
38	29	11
38	29	12
38	29	13
38	29	14
38	29	15
38	29	16
38	29	17
38	30	10
38	30	11
38	30	12
38	30	13
38	30	14
38	30	15
38	30	16
38	30	17
38	31	10
38	31	11
38	31	12
38	31	13
38	31	14
38	31	15
38	31	16
38	31	17
38	32	10
38	32	11
38	32	12
38	32	13
38	32	14
38	32	15
38	32	16
38	32	17
38	33	11
38	33	12
38	33	13
38	33	14
38	33	15
38	33	16
38	33	17
38	33	18
38	33	19
38	34	11
38	34	12
38	34	13
38	34	14
38	34	15
38	34	16
38	34	17
38	34	18
38	35	11
38	35	12
38	35	13
38	35	14
38	35	15
38	35	16
38	35	17
38	36	12
38	36	13
38	36	14
38	36	15
38	36	16
38	36	17
38	36	18
38	37	13
38	37	14
38	37	15
38	37	16
38	37	17
39	23	16
39	24	13
39	24	14
39	24	15
39	24	16
39	24	17
39	25	13
39	25	14
39	25	15
39	25	16
39	25	17
39	25	18
39	26	10
39	26	11
39	26	12
39	26	13
39	26	14
39	26	15
39	26	16
39	26	17
39	26	18
39	27	10
39	27	11
39	27	12
39	27	13
39	27	14
39	27	15
39	27	16
39	27	17
39	27	18
39	28	10
39	28	11
39	28	12
39	28	13
39	28	14
39	28	15
39	28	16
39	28	17
39	28	18
39	28	19
39	29	10
39	29	11
39	29	12
39	29	13
39	29	14
39	29	15
39	29	16
39	29	17
39	29	18
39	29	19
39	30	10
39	30	11
39	30	12
39	30	13
39	30	14
39	30	15
39	30	16
39	30	17
39	30	18
39	30	19
39	30	20
39	31	10
39	31	11
39	31	12
39	31	13
39	31	14
