#i	j	k
0	27	55
0	28	54
0	28	55
0	28	56
0	29	53
0	29	54
0	29	55
0	29	56
0	29	57
0	30	52
0	30	53
0	30	54
0	30	55
0	30	56
0	30	57
0	31	51
0	31	52
0	31	53
0	31	54
0	31	55
0	31	56
0	31	57
0	31	58
0	32	51
0	32	52
0	32	53
0	32	54
0	32	55
0	32	56
0	32	57
0	32	58
0	33	51
0	33	52
0	33	53
0	33	54
0	33	55
0	33	56
0	33	57
0	33	58
0	34	51
0	34	52
0	34	53
0	34	54
0	34	55
0	34	56
0	34	57
0	34	58
0	34	59
0	35	50
0	35	51
0	35	52
0	35	53
0	35	54
0	35	55
0	35	56
0	35	57
0	35	58
0	35	59
0	35	60
0	35	61
0	36	49
0	36	50
0	36	51
0	36	52
0	36	53
0	36	54
0	36	55
0	36	56
0	36	57
0	36	58
0	36	59
0	36	60
0	36	61
0	37	50
0	37	51
0	37	52
0	37	53
0	37	54
0	37	55
0	37	56
0	37	57
0	37	58
0	37	59
0	37	60
0	38	51
0	38	52
0	38	53
0	38	54
0	38	55
0	38	56
0	38	57
0	38	58
0	38	59
0	39	52
0	39	53
0	39	54
0	39	55
0	39	56
0	39	57
0	39	58
0	40	54
0	40	55
0	40	56
0	40	57
0	41	56
1	28	53
1	28	54
1	28	55
1	28	56
1	29	53
1	29	54
1	29	55
1	29	56
1	29	57
1	30	52
1	30	53
1	30	54
1	30	55
1	30	56
1	30	57
1	31	52
1	31	53
1	31	54
1	31	55
1	31	56
1	31	57
1	31	58
1	32	51
1	32	52
1	32	53
1	32	54
1	32	55
1	32	56
1	32	57
1	32	58
1	33	51
1	33	52
1	33	53
1	33	54
1	33	55
1	33	56
1	33	57
1	33	58
1	34	51
1	34	52
1	34	53
1	34	54
1	34	55
1	34	56
1	34	57
1	34	58
1	34	59
1	34	61
1	35	50
1	35	51
1	35	52
1	35	53
1	35	54
1	35	55
1	35	56
1	35	57
1	35	58
1	35	59
1	35	60
1	35	61
1	35	63
1	36	49
1	36	50
1	36	51
1	36	52
1	36	53
1	36	54
1	36	55
1	36	56
1	36	57
1	36	58
1	36	59
1	36	60
1	36	61
1	37	50
1	37	51
1	37	52
1	37	53
1	37	54
1	37	55
1	37	56
1	37	57
1	37	58
1	37	59
1	37	60
1	38	51
1	38	52
1	38	53
1	38	54
1	38	55
1	38	56
1	38	57
1	38	58
1	38	59
1	39	53
1	39	54
1	39	55
1	39	56
1	39	57
1	39	58
1	40	55
1	40	56
1	40	57
1	41	56
2	28	54
2	28	55
2	29	54
2	29	55
2	29	56
2	30	53
2	30	55
2	30	56
2	30	57
2	30	58
2	31	53
2	31	54
2	31	56
2	31	57
2	32	52
2	32	53
2	32	54
2	32	55
2	32	56
2	32	57
2	32	58
2	33	0
2	33	52
2	33	53
2	33	54
2	33	55
2	33	56
2	33	57
2	33	58
2	33	59
2	33	63
2	34	0
2	34	51
2	34	52
2	34	53
2	34	54
2	34	55
2	34	56
2	34	57
2	34	58
2	34	59
2	34	60
2	34	61
2	34	62
2	34	63
2	35	50
2	35	51
2	35	52
2	35	53
2	35	54
2	35	55
2	35	56
2	35	57
2	35	58
2	35	59
2	35	60
2	35	61
2	35	62
2	35	63
2	36	49
2	36	50
2	36	51
2	36	52
2	36	53
2	36	54
2	36	55
2	36	56
2	36	57
2	36	58
2	36	59
2	36	60
2	36	61
2	36	62
2	36	63
2	37	50
2	37	51
2	37	52
2	37	53
2	37	54
2	37	55
2	37	56
2	37	57
2	37	58
2	37	59
2	37	60
2	38	51
2	38	52
2	38	53
2	38	54
2	38	55
2	38	56
2	38	57
2	38	58
2	38	59
2	39	53
2	39	54
2	39	55
2	39	56
2	39	57
2	39	58
2	40	55
2	40	56
2	40	57
3	28	55
3	32	57
3	32	58
3	32	59
3	32	60
3	33	0
3	33	53
3	33	54
3	33	55
3	33	56
3	33	57
3	33	58
3	33	59
3	33	60
3	33	61
3	33	62
3	33	63
3	34	0
3	34	52
3	34	53
3	34	54
3	34	55
3	34	56
3	34	57
3	34	58
3	34	59
3	34	60
3	34	61
3	34	62
3	34	63
3	35	51
3	35	52
3	35	53
3	35	54
3	35	55
3	35	56
3	35	57
3	35	58
3	35	59
3	35	60
3	35	61
3	35	62
3	35	63
3	36	50
3	36	51
3	36	52
3	36	53
3	36	54
3	36	55
3	36	56
3	36	57
3	36	58
3	36	59
3	36	60
3	36	61
3	36	62
3	37	50
3	37	51
3	37	52
3	37	53
3	37	54
3	37	55
3	37	56
3	37	57
3	37	58
3	37	59
3	37	60
3	37	61
3	37	62
3	38	51
3	38	52
3	38	53
3	38	54
3	38	55
3	38	56
3	38	57
3	38	58
3	38	59
3	38	60
3	38	61
3	39	53
3	39	54
3	39	55
3	39	56
3	39	57
3	39	58
3	40	56
3	40	57
3	41	58
4	26	56
4	27	55
4	27	56
4	28	54
4	28	55
4	28	56
4	28	57
4	29	55
4	29	56
4	29	57
4	33	0
4	33	54
4	33	55
4	33	56
4	33	57
4	33	58
4	33	59
4	33	60
4	33	61
4	33	62
4	33	63
4	34	0
4	34	53
4	34	54
4	34	55
4	34	56
4	34	57
4	34	58
4	34	59
4	34	60
4	34	61
4	34	62
4	34	63
4	35	53
4	35	54
4	35	55
4	35	56
4	35	57
4	35	58
4	35	59
4	35	60
4	35	61
4	35	62
4	35	63
4	36	53
4	36	54
4	36	55
4	36	56
4	36	57
4	36	58
4	36	59
4	36	60
4	36	61
4	36	62
4	37	52
4	37	53
4	37	54
4	37	55
4	37	56
4	37	57
4	37	58
4	37	59
4	37	60
4	37	61
4	37	62
4	38	52
4	38	53
4	38	54
4	38	55
4	38	56
4	38	57
4	38	58
4	38	59
4	38	60
4	38	61
4	39	54
4	39	55
4	39	56
4	39	57
4	39	58
4	39	59
4	39	60
4	40	56
4	40	57
4	40	58
4	42	59
5	26	56
5	27	53
5	27	54
5	27	55
5	27	56
5	27	57
5	28	52
5	28	53
5	28	54
5	28	55
5	28	56
5	28	57
5	28	58
5	29	52
5	29	53
5	29	54
5	29	55
5	29	56
5	29	57
5	29	58
5	30	53
5	30	54
5	30	55
5	30	56
5	30	57
5	30	58
5	31	57
5	32	62
5	33	56
5	33	57
5	33	58
5	33	59
5	33	63
5	34	0
5	34	55
5	34	56
5	34	57
5	34	58
5	34	59
5	34	60
5	34	61
5	34	62
5	34	63
5	35	55
5	35	56
5	35	57
5	35	58
5	35	59
5	35	60
5	35	61
5	35	62
5	35	63
5	36	55
5	36	56
5	36	57
5	36	58
5	36	59
5	36	60
5	36	61
5	36	62
5	37	55
5	37	56
5	37	57
5	37	58
5	37	59
5	37	60
5	37	61
5	37	62
5	38	55
5	38	56
5	38	57
5	38	58
5	38	59
5	38	60
5	38	61
5	39	55
5	39	56
5	39	57
5	39	58
5	39	59
5	39	60
5	40	58
5	40	59
5	40	61
5	41	59
5	42	58
5	42	59
5	43	58
5	43	59
5	43	60
5	44	58
5	44	59
5	44	60
6	26	54
6	26	55
6	26	56
6	27	51
6	27	52
6	27	53
6	27	54
6	27	55
6	27	56
6	27	57
6	28	51
6	28	52
6	28	53
6	28	54
6	28	55
6	28	56
6	28	57
6	28	58
6	29	51
6	29	52
6	29	53
6	29	54
6	29	55
6	29	56
6	29	57
6	29	58
6	29	59
6	29	60
6	30	52
6	30	53
6	30	54
6	30	55
6	30	56
6	30	57
6	30	58
6	30	59
6	31	53
6	31	54
6	31	55
6	31	56
6	31	57
6	31	58
6	31	60
6	32	55
6	32	56
6	32	57
6	32	58
6	33	56
6	33	57
6	34	56
6	34	57
6	34	58
6	34	59
6	34	60
6	34	61
6	34	62
6	34	63
6	35	56
6	35	57
6	35	58
6	35	59
6	35	60
6	35	61
6	35	62
6	35	63
6	36	56
6	36	57
6	36	58
6	36	59
6	36	60
6	36	61
6	36	62
6	36	63
6	37	56
6	37	57
6	37	58
6	37	59
6	37	60
6	37	61
6	37	62
6	38	57
6	38	58
6	38	59
6	38	60
6	38	61
6	38	62
6	39	57
6	39	58
6	39	59
6	39	60
6	39	61
6	39	62
6	40	58
6	40	59
6	40	60
6	40	61
6	40	62
6	41	0
6	41	1
6	41	2
6	41	58
6	41	59
6	41	60
6	41	63
6	42	0
6	42	58
6	42	59
6	42	60
6	43	58
6	43	59
6	43	60
6	44	58
6	44	59
6	44	60
6	44	61
7	25	55
7	26	53
7	26	54
7	26	55
7	27	51
7	27	52
7	27	53
7	27	54
7	27	55
7	27	56
7	27	57
7	27	58
7	27	59
7	28	51
7	28	52
7	28	53
7	28	54
7	28	55
7	28	56
7	28	57
7	28	58
7	28	59
7	28	60
7	28	61
7	29	51
7	29	52
7	29	53
7	29	54
7	29	55
7	29	56
7	29	57
7	29	58
7	29	59
7	29	60
7	29	61
7	30	51
7	30	52
7	30	53
7	30	54
7	30	55
7	30	56
7	30	57
7	30	58
7	30	59
7	30	60
7	30	61
7	30	62
7	31	52
7	31	53
7	31	54
7	31	55
7	31	56
7	31	57
7	31	58
7	31	59
7	32	53
7	32	54
7	32	55
7	32	56
7	32	57
7	32	58
7	32	59
7	33	55
7	33	56
7	33	57
7	33	58
7	33	59
7	33	60
7	34	57
7	34	58
7	35	57
7	35	58
7	35	59
7	35	60
7	35	61
7	35	62
7	36	57
7	36	58
7	36	59
7	36	60
7	36	61
7	36	62
7	36	63
7	37	57
7	37	58
7	37	59
7	37	60
7	37	61
7	37	62
7	37	63
7	38	0
