#i	j	k
11	55	28
12	48	34
12	49	33
12	52	29
12	53	28
12	53	29
12	54	28
12	54	29
12	55	28
13	48	33
13	48	34
13	49	32
13	49	33
13	50	31
13	50	32
13	50	33
13	51	30
13	51	31
13	51	32
13	51	33
13	52	29
13	52	30
13	52	31
13	52	32
13	52	33
13	53	28
13	53	29
13	53	30
13	53	31
13	53	32
13	54	28
13	54	29
13	54	30
13	54	31
13	55	28
13	55	29
13	55	30
14	49	31
14	49	32
14	49	33
14	50	30
14	50	31
14	50	32
14	50	33
14	51	29
14	51	30
14	51	31
14	51	32
14	52	29
14	52	30
14	52	31
14	52	32
14	53	28
14	53	29
14	53	30
14	53	31
14	53	32
14	54	28
14	54	29
14	54	30
14	54	31
14	55	28
14	55	29
14	55	30
14	56	27
14	56	28
14	56	29
15	49	30
15	49	31
15	49	32
15	50	30
15	50	31
15	50	32
15	51	29
15	51	30
15	51	31
15	51	32
15	52	29
15	52	30
15	52	31
15	52	32
15	53	28
15	53	29
15	53	30
15	53	31
15	53	32
15	54	27
15	54	28
15	54	29
15	54	30
15	54	31
15	55	27
15	55	28
15	55	29
15	55	30
15	55	31
15	56	27
15	56	28
15	56	29
15	56	30
16	49	32
16	50	32
16	51	30
16	51	31
16	52	29
16	52	30
16	52	31
16	53	29
16	53	30
16	53	31
16	54	28
16	54	29
16	54	30
16	54	31
16	55	28
16	55	29
16	55	30
17	52	30
17	52	31
17	53	30
17	53	31
17	54	30
17	55	30
57	58	36
57	59	36
57	60	36
57	61	34
57	61	35
57	61	36
58	58	36
58	59	35
58	59	36
58	60	33
58	60	34
58	60	35
58	60	36
58	61	32
58	61	33
58	61	34
58	61	35
59	58	36
59	59	35
59	59	36
59	60	33
59	60	34
59	60	35
59	60	36
59	61	32
59	61	33
59	61	34
59	61	35
59	62	32
59	62	33
59	62	34
59	63	33
60	0	33
60	58	36
60	59	35
60	59	36
60	60	33
60	60	34
60	60	35
60	61	32
60	61	33
60	61	34
60	61	35
60	61	36
60	62	32
60	62	33
60	62	34
60	63	32
60	63	33
60	63	34
61	0	33
61	58	36
61	59	35
61	59	36
61	60	33
61	60	34
61	60	35
61	61	32
61	61	33
61	61	34
61	61	35
61	62	32
61	62	33
61	62	34
61	63	32
61	63	33
61	63	34
62	0	33
62	61	33
62	61	34
62	61	35
62	62	32
62	62	33
62	62	34
62	63	32
62	63	33
62	63	34
63	62	34
63	63	33
