#i	j	k
3	59	36
3	60	36
3	61	36
3	62	35
3	62	36
3	62	37
3	62	38
3	62	39
3	62	40
3	63	35
3	63	36
3	63	37
3	63	38
4	58	36
4	58	37
4	59	36
4	59	37
4	60	35
4	60	36
4	60	37
4	61	35
4	61	36
4	61	37
4	61	38
4	61	39
4	61	40
4	61	41
4	61	42
4	62	34
4	62	35
4	62	36
4	62	37
4	62	38
4	62	39
4	62	40
4	63	38
4	63	39
4	63	40
5	0	38
5	0	39
5	57	37
5	58	37
5	58	38
5	59	35
5	59	36
5	59	37
5	59	38
5	60	34
5	60	35
5	60	36
5	60	37
5	60	38
5	60	39
5	60	40
5	60	41
5	61	34
5	61	35
5	61	36
5	61	37
5	61	38
5	61	39
5	61	40
5	61	41
5	61	42
5	62	33
5	62	34
5	62	35
5	62	36
5	62	37
5	62	38
5	62	39
5	62	40
5	62	41
5	63	38
5	63	39
5	63	40
6	0	38
6	0	39
6	56	38
6	57	37
6	57	38
6	58	36
6	58	37
6	58	38
6	58	39
6	58	40
6	59	35
6	59	36
6	59	37
6	59	38
6	59	39
6	59	40
6	60	34
6	60	35
6	60	36
6	60	37
6	60	38
6	60	39
6	60	40
6	60	41
6	61	33
6	61	34
6	61	35
6	61	36
6	61	37
6	61	38
6	61	39
6	61	40
6	61	41
6	61	42
6	62	33
6	62	34
6	62	35
6	62	36
6	62	37
6	62	38
6	62	39
6	62	40
6	62	41
6	63	37
6	63	38
6	63	39
6	63	40
7	0	37
7	0	38
7	0	39
7	1	37
7	1	38
7	1	39
7	56	38
7	57	37
7	57	38
7	57	39
7	57	40
7	57	41
7	58	36
7	58	37
7	58	38
7	58	39
7	58	40
7	58	41
7	59	35
7	59	36
7	59	37
7	59	38
7	59	39
7	59	40
7	59	41
7	60	34
7	60	35
7	60	36
7	60	37
7	60	38
7	60	39
7	60	40
7	60	41
7	61	33
7	61	34
7	61	35
7	61	36
7	61	37
7	61	38
7	61	39
7	61	40
7	61	41
7	61	42
7	62	34
