#i	j	k
44	48	20
44	48	21
44	49	19
44	49	20
45	47	20
45	47	21
45	47	22
45	48	19
45	48	20
45	48	21
45	48	22
45	49	19
45	49	20
45	49	21
45	50	19
45	50	20
46	46	21
46	46	22
46	46	23
46	46	24
46	47	17
46	47	18
46	47	19
46	47	20
46	47	21
46	47	22
46	47	23
46	48	17
46	48	18
46	48	19
46	48	20
46	48	21
46	48	22
46	49	18
46	49	19
46	49	20
46	49	21
46	50	19
46	50	20
46	50	21
47	46	19
47	46	20
47	46	21
47	46	22
47	46	23
47	47	18
47	47	19
47	47	20
47	47	21
47	47	22
47	47	23
47	48	17
47	48	18
47	48	19
47	48	20
47	48	21
47	48	22
47	48	23
47	49	18
47	49	19
47	49	20
47	49	21
47	49	22
47	50	19
48	46	19
48	46	20
48	46	21
48	46	22
48	47	18
48	47	19
48	47	20
48	47	21
48	47	22
48	48	17
48	48	18
48	48	19
48	48	20
48	48	21
48	49	17
48	49	18
48	49	19
48	49	20
48	50	19
49	45	20
49	45	21
49	46	19
49	46	20
49	46	21
49	47	18
49	47	19
49	47	20
49	47	21
49	48	17
49	48	18
49	48	19
49	48	20
49	49	18
49	49	19
50	45	19
50	45	20
50	45	21
50	46	19
50	46	20
50	46	21
50	47	18
50	47	19
50	47	20
50	48	17
50	48	18
50	48	19
50	48	20
51	45	19
51	45	20
51	45	21
51	46	18
51	46	19
51	46	20
51	46	21
51	47	17
51	47	18
51	47	19
51	47	20
51	48	17
51	48	18
51	48	19
51	48	20
52	45	19
52	45	20
52	45	21
52	46	18
52	46	19
52	46	20
52	47	17
52	47	20
53	45	19
53	46	17
53	46	18
53	47	16
53	47	18
54	45	16
54	45	17
54	46	16
54	46	17
54	47	16
54	47	18
55	46	17
55	47	17
55	47	18
