#i	j	k
9	2	0
9	3	0
9	4	0
10	2	0
10	2	63
10	3	0
10	3	63
10	4	0
10	4	63
10	5	0
11	1	0
11	1	1
11	1	63
11	2	0
11	2	1
11	2	62
11	2	63
11	3	0
11	3	1
11	3	63
11	4	0
11	4	1
11	4	63
11	5	0
12	0	1
12	0	2
12	0	3
12	0	4
12	1	0
12	1	1
12	1	2
12	1	3
12	1	4
12	1	63
12	2	0
12	2	1
12	2	2
12	2	3
12	2	62
12	2	63
12	3	0
12	3	1
12	3	2
12	3	63
12	4	0
12	4	1
12	4	63
12	5	0
12	5	1
12	63	3
12	63	4
13	0	2
13	0	3
13	0	4
13	0	5
13	1	0
13	1	1
13	1	2
13	1	3
13	1	4
13	1	5
13	2	0
13	2	1
13	2	2
13	2	3
13	2	4
13	2	62
13	2	63
13	3	0
13	3	1
13	3	2
13	3	62
13	3	63
13	4	0
13	4	1
13	4	2
13	4	62
13	4	63
13	5	0
13	5	1
13	63	3
13	63	4
13	63	5
14	0	2
14	0	3
14	0	4
14	0	5
14	1	0
14	1	1
14	1	2
14	1	3
14	1	4
14	1	5
14	2	0
14	2	1
14	2	2
14	2	3
14	2	4
14	2	62
14	2	63
14	3	0
14	3	1
14	3	2
14	3	3
14	3	61
14	3	62
14	3	63
14	4	0
14	4	1
14	4	2
14	4	61
14	4	62
14	4	63
14	5	0
14	5	1
14	63	3
14	63	4
14	63	5
15	0	2
15	0	3
15	0	4
15	0	5
15	1	2
15	1	3
15	1	4
15	1	5
15	2	1
15	2	2
15	2	3
15	2	4
15	3	0
15	3	1
15	3	2
15	3	3
15	3	62
15	3	63
15	4	0
15	4	1
15	4	2
15	4	3
15	4	61
15	4	62
15	4	63
15	5	0
15	5	1
15	63	3
15	63	4
15	63	5
16	0	3
16	0	4
16	0	5
16	0	6
16	1	2
16	1	3
16	1	4
16	1	5
16	1	6
16	2	2
16	2	3
16	2	4
16	3	2
16	3	3
16	4	0
16	4	1
16	4	2
16	4	3
16	4	62
16	4	63
16	5	0
16	5	2
16	63	3
16	63	4
16	63	5
16	63	6
17	0	3
17	0	4
17	0	5
17	1	3
17	1	4
17	2	3
17	3	3
17	4	3
17	5	0
17	5	3
17	5	4
17	62	4
17	62	5
17	63	4
17	63	5
18	0	4
18	0	5
18	1	4
18	4	3
18	4	4
18	4	5
18	4	6
18	4	7
18	5	3
18	5	4
18	5	5
18	5	6
18	5	7
18	6	3
18	6	4
18	6	5
18	6	6
18	6	7
18	7	3
18	7	4
18	7	5
18	7	6
18	63	4
18	63	5
19	3	7
19	4	3
19	4	4
19	4	5
19	4	6
19	4	7
19	4	8
19	5	3
19	5	4
19	5	5
19	5	6
19	5	7
19	5	8
19	6	3
19	6	4
19	6	5
19	6	6
19	6	7
19	6	8
19	6	9
19	7	4
19	7	5
19	7	6
20	3	6
20	3	7
20	3	8
20	3	9
20	3	10
20	4	3
20	4	4
20	4	5
20	4	6
20	4	7
20	4	8
20	4	9
20	4	10
20	5	3
20	5	4
20	5	5
20	5	6
20	5	7
20	5	8
20	5	9
20	5	10
20	6	4
20	6	5
20	6	6
20	6	7
20	6	8
20	6	9
20	6	10
20	7	4
20	7	5
20	7	6
20	7	7
20	7	9
21	2	9
21	2	10
21	2	11
21	3	6
21	3	7
21	3	8
21	3	9
21	3	10
21	3	11
21	4	3
21	4	4
21	4	5
21	4	6
21	4	7
21	4	8
21	4	9
21	4	10
21	5	4
21	5	5
21	5	6
21	5	7
21	5	8
21	5	9
21	6	4
21	6	5
21	6	6
21	6	7
21	6	8
21	6	9
21	7	4
21	7	5
21	7	6
21	7	7
21	7	8
22	3	6
22	3	7
22	3	8
22	3	9
22	3	10
22	3	11
22	4	3
22	4	4
22	4	5
22	4	6
22	4	7
22	4	8
22	4	9
22	4	10
22	5	4
22	5	5
22	5	6
22	5	7
22	5	8
22	5	9
22	6	4
22	6	5
22	6	6
22	6	7
22	6	8
22	6	9
22	7	4
22	7	5
22	7	6
22	7	7
22	7	8
23	3	6
23	3	7
23	3	8
23	3	9
23	4	3
23	4	4
23	4	5
23	4	6
23	4	7
23	4	8
23	4	9
23	4	10
23	5	4
23	5	5
23	5	6
23	5	7
23	5	8
23	5	9
23	6	4
23	6	5
23	6	6
23	6	7
23	6	8
23	7	4
23	7	5
23	7	6
23	7	7
23	7	8
24	3	5
24	3	6
24	3	7
24	4	3
24	4	4
24	4	5
24	4	6
24	4	7
24	4	8
24	4	9
24	5	4
24	5	5
24	5	6
24	5	7
24	5	8
24	6	4
24	6	5
24	6	6
24	6	7
24	6	8
24	7	4
24	7	5
24	7	6
24	7	7
25	3	5
25	4	3
25	4	4
25	4	5
25	4	6
25	4	7
25	4	8
25	5	3
25	5	4
25	5	5
25	5	6
25	5	7
25	5	8
25	6	3
25	6	4
25	6	5
25	6	6
25	6	7
25	6	8
25	7	5
25	7	6
26	3	3
26	3	4
26	4	3
26	4	4
26	4	5
26	4	6
26	5	3
26	5	4
26	5	5
26	5	6
26	5	7
26	6	3
26	6	4
26	6	5
26	6	6
26	6	7
27	3	4
27	4	2
27	4	3
27	4	4
27	5	2
27	5	3
27	5	4
28	4	1
28	4	2
28	4	3
28	5	1
28	5	2
29	4	63
29	5	0
29	5	62
29	5	63
29	6	0
30	4	0
30	4	62
30	4	63
30	5	0
30	5	62
30	5	63
31	3	1
31	3	2
31	3	63
31	4	0
31	4	62
31	4	63
31	5	0
31	5	62
31	5	63
32	3	1
32	4	0
32	4	63
32	5	0
