#i	j	k
22	29	15
22	30	14
22	30	15
22	31	14
22	32	14
22	35	12
23	29	15
23	30	14
23	30	15
23	31	13
23	31	14
23	31	15
23	32	13
23	32	14
23	33	13
23	33	14
23	34	12
23	34	13
23	34	14
23	35	12
23	35	13
23	36	13
24	29	15
24	30	14
24	30	15
24	31	12
24	31	13
24	31	14
24	31	15
24	32	12
24	32	13
24	32	14
24	32	15
24	33	12
24	33	13
24	33	14
24	34	12
24	34	13
24	34	14
24	35	12
24	35	13
24	35	14
24	36	12
24	36	13
24	37	12
25	28	15
25	28	16
25	29	14
25	29	15
25	29	16
25	30	13
25	30	14
25	30	15
25	30	16
25	31	11
25	31	13
25	31	14
25	31	15
25	32	12
25	32	13
25	32	14
25	33	12
25	33	13
25	33	14
25	34	11
25	34	12
25	34	13
25	34	14
25	35	11
25	35	12
25	35	13
25	35	14
25	36	12
25	36	13
25	36	14
25	37	12
25	37	13
26	15	23
26	28	15
26	28	16
26	29	14
26	29	15
26	29	16
26	30	14
26	30	15
26	30	16
26	31	13
26	31	14
26	31	15
26	32	13
26	32	14
26	32	15
26	33	12
26	33	13
26	33	14
26	34	12
26	34	13
26	34	14
26	35	11
26	35	12
26	35	13
26	35	14
26	36	12
26	36	13
26	36	14
26	37	12
26	37	13
26	37	14
26	38	12
26	38	13
27	14	23
27	15	22
27	15	23
27	15	24
27	16	21
27	16	22
27	16	23
27	16	24
27	16	25
27	17	21
27	17	22
27	17	23
27	17	24
27	17	25
27	18	21
27	18	22
27	18	23
27	18	24
27	19	22
27	19	23
27	29	14
27	29	15
27	29	16
27	30	14
27	30	15
27	30	16
27	30	17
27	31	13
27	31	14
27	31	15
27	31	16
27	32	13
27	32	14
27	32	15
27	33	13
27	33	14
27	33	15
27	34	12
27	34	13
27	34	14
27	35	11
27	35	12
27	35	13
27	35	14
27	36	12
27	36	13
27	36	14
27	37	12
27	37	13
27	37	14
27	38	12
27	38	13
27	38	14
27	39	13
28	14	23
28	14	24
28	15	20
28	15	21
28	15	22
28	15	23
28	15	24
28	15	25
28	16	20
28	16	21
28	16	22
28	16	23
28	16	24
28	16	25
28	17	20
28	17	21
28	17	22
28	17	23
28	17	24
28	17	25
28	17	26
28	18	19
28	18	20
28	18	21
28	18	22
28	18	23
28	18	24
28	18	25
28	18	26
28	19	19
28	19	20
28	19	21
28	19	22
28	19	23
28	19	24
28	19	25
28	19	26
28	20	20
28	20	21
28	20	22
28	20	23
28	20	24
28	21	22
28	21	23
28	30	13
28	30	14
28	30	15
28	30	16
28	30	17
28	31	13
28	31	14
28	31	15
28	31	16
28	31	17
28	32	13
28	32	14
28	32	15
28	32	16
28	32	17
28	33	13
28	33	14
28	33	15
28	33	16
28	34	13
28	34	14
28	34	15
28	35	12
28	35	13
28	35	14
28	36	12
28	36	13
28	36	14
28	37	12
28	37	13
28	37	14
28	38	12
28	38	13
28	38	14
28	39	13
28	40	13
29	13	22
29	13	23
29	13	24
29	14	19
29	14	20
29	14	21
29	14	22
29	14	23
29	14	24
29	14	25
29	15	19
29	15	20
29	15	21
29	15	22
29	15	23
29	15	24
29	15	25
29	16	19
29	16	20
29	16	21
29	16	22
29	16	23
29	16	24
29	16	25
29	16	26
29	17	18
29	17	19
