#i	j	k
26	54	56
26	54	57
26	54	58
26	54	59
26	55	57
26	55	58
27	55	54
27	55	55
27	55	56
27	55	57
27	55	58
27	55	59
27	55	60
27	56	54
27	56	55
27	56	56
27	56	57
27	56	58
27	56	59
27	56	60
27	57	54
27	57	55
27	57	56
27	57	57
27	57	58
27	57	59
27	57	60
27	58	57
27	58	58
27	58	59
27	58	60
28	55	57
28	55	58
28	55	59
28	56	54
28	56	55
28	56	56
28	56	57
28	56	58
28	56	59
28	57	53
28	57	54
28	57	55
28	57	56
28	57	57
28	57	58
28	57	59
28	58	53
28	58	54
28	58	55
28	58	56
28	58	57
28	58	58
28	58	59
28	59	55
28	59	56
28	59	57
28	59	58
28	59	59
28	59	60
28	60	59
28	60	60
28	60	61
29	56	53
29	56	54
29	56	55
29	56	56
29	56	57
29	56	58
29	57	53
29	57	54
29	57	55
29	57	56
29	57	57
29	57	58
29	58	52
29	58	53
29	58	54
29	58	55
29	58	56
29	58	57
29	58	58
29	58	59
29	59	52
29	59	53
29	59	54
29	59	55
29	59	56
29	59	57
29	59	58
29	59	59
29	59	60
29	60	55
29	60	56
29	60	57
29	60	58
29	60	59
29	60	60
29	60	61
30	56	53
30	56	54
30	56	55
30	56	56
30	56	57
30	57	52
30	57	53
30	57	54
30	57	55
30	57	56
30	57	57
30	57	58
30	58	52
30	58	53
30	58	54
30	58	55
30	58	56
30	58	57
30	58	58
30	58	59
30	59	51
30	59	52
30	59	53
30	59	54
30	59	55
30	59	56
30	59	57
30	59	58
30	59	59
30	59	60
30	60	51
30	60	52
30	60	53
30	60	54
30	60	55
30	60	56
30	60	57
30	60	58
30	60	59
30	60	60
30	61	54
30	61	55
30	61	56
30	61	57
30	61	58
30	61	59
31	57	53
31	57	54
31	57	55
31	57	56
31	58	52
31	58	53
31	58	54
31	58	55
31	58	56
31	58	57
31	58	58
31	58	59
31	59	52
31	59	53
31	59	54
31	59	55
31	59	56
31	59	57
31	59	58
31	59	59
31	59	60
31	60	53
31	60	54
31	60	55
31	60	56
31	60	57
31	60	58
31	60	59
31	61	54
31	61	55
31	61	56
31	61	57
31	62	55
31	62	56
32	58	53
32	58	54
32	58	55
32	59	52
32	59	53
32	59	54
32	59	55
32	59	56
32	59	57
32	59	58
32	59	59
32	60	53
32	60	54
32	60	55
32	60	56
32	60	57
32	61	55
32	61	56
33	59	52
33	59	53
33	59	54
33	60	54
33	60	55
33	60	56
34	61	55
35	57	50
35	57	51
35	58	50
35	58	51
35	58	52
35	58	53
35	59	50
35	59	51
35	59	52
35	59	53
35	59	54
35	60	50
35	60	51
35	60	52
35	60	53
35	60	54
35	60	55
35	60	56
35	60	57
35	61	47
35	61	48
35	61	54
35	61	55
36	54	47
36	55	49
36	55	50
36	56	49
36	56	50
36	56	51
