#i	j	k
21	3	48
21	4	44
21	4	45
22	2	47
22	3	44
22	3	45
22	3	46
22	3	47
22	4	44
22	4	45
23	2	44
23	2	45
23	2	46
23	2	47
23	3	44
23	3	45
23	3	46
23	3	47
23	3	48
24	1	44
24	1	45
24	1	46
24	1	47
24	2	44
24	2	45
24	2	46
24	2	47
24	3	43
24	3	44
24	3	45
24	3	46
24	3	47
24	3	48
25	0	44
25	0	45
25	0	46
25	0	47
25	1	43
25	1	44
25	1	45
25	1	46
25	1	47
25	2	43
25	2	44
25	2	45
25	2	46
25	2	47
25	2	48
25	3	44
25	3	45
25	3	46
26	0	43
26	0	44
26	0	45
26	0	46
26	0	47
26	1	43
26	1	44
26	1	45
26	1	46
26	1	47
26	1	48
26	2	42
26	2	43
26	2	44
26	2	45
26	2	46
26	2	47
26	2	48
26	3	45
26	63	46
27	0	44
27	0	45
27	0	46
27	0	47
27	1	44
27	1	45
27	1	46
27	1	47
27	1	48
27	2	44
27	2	45
27	2	46
27	2	47
27	2	48
28	1	45
28	1	46
28	1	47
28	1	48
28	2	47
