#i	j	k
43	46	53
43	47	51
43	47	52
43	47	53
43	47	54
43	48	52
43	48	53
43	48	54
43	48	55
43	49	53
43	49	54
43	49	55
43	50	54
43	50	55
44	45	52
44	45	53
44	45	54
44	46	51
44	46	52
44	46	53
44	46	54
44	46	55
44	47	51
44	47	52
44	47	53
44	47	54
44	47	55
44	48	52
44	48	53
44	48	54
44	48	55
44	49	52
44	49	53
44	49	54
44	49	55
44	49	56
44	50	53
44	50	54
44	50	55
44	50	56
44	51	53
44	51	54
44	51	55
45	43	52
45	43	53
45	43	54
45	43	55
45	43	56
45	44	52
45	44	53
45	44	54
45	44	55
45	44	56
45	45	52
45	45	53
45	45	54
45	45	55
45	45	56
45	45	57
45	46	51
45	46	52
45	46	53
45	46	54
45	46	55
45	46	56
45	46	57
45	46	58
45	47	51
45	47	52
45	47	53
45	47	54
45	47	55
45	47	56
45	47	57
45	47	58
45	48	51
45	48	52
45	48	53
45	48	54
45	48	55
45	48	56
45	48	57
45	49	51
45	49	52
45	49	53
45	49	54
45	49	55
45	49	56
45	50	51
45	50	52
45	50	53
45	50	54
45	50	55
45	51	52
45	51	53
45	51	54
46	42	54
46	42	55
46	43	52
46	43	53
46	43	54
46	43	55
46	43	56
46	44	52
46	44	53
46	44	54
46	44	55
46	44	56
46	44	57
46	45	51
46	45	52
46	45	53
46	45	54
46	45	55
46	45	56
46	45	57
46	45	58
46	46	51
46	46	52
46	46	53
46	46	54
46	46	55
46	46	56
46	46	57
46	46	58
46	47	51
46	47	52
46	47	53
46	47	54
46	47	55
46	47	56
46	47	57
46	47	58
46	48	51
46	48	52
46	48	53
46	48	54
46	48	55
46	48	56
46	48	57
46	49	51
46	49	52
46	49	53
46	49	54
46	49	55
46	50	51
46	50	52
46	50	53
46	50	54
46	51	51
46	51	52
46	51	53
46	52	52
47	43	53
47	43	54
47	43	55
47	43	56
47	44	52
47	44	53
47	44	54
47	44	55
47	44	56
47	44	57
47	45	52
47	45	53
47	45	54
47	45	55
47	45	56
47	45	57
47	46	51
47	46	52
47	46	53
47	46	54
47	46	55
47	46	56
47	46	57
47	47	51
47	47	52
47	47	53
47	47	54
47	47	55
47	47	56
47	47	57
47	47	58
47	48	51
47	48	52
47	48	53
47	48	54
47	48	55
47	49	51
47	49	52
47	49	53
47	50	51
47	50	52
48	43	54
48	43	55
48	43	56
48	44	52
48	44	53
48	44	54
48	44	55
48	44	56
48	44	57
48	45	52
48	45	53
48	45	54
48	45	55
48	45	56
48	45	57
48	46	52
48	46	53
48	46	54
48	46	55
48	46	56
48	47	52
48	47	53
48	47	54
49	44	54
49	45	52
49	45	53
49	45	54
49	46	52
49	46	53
