#i	j	k
43	33	19
43	35	18
43	36	17
43	36	18
43	37	15
43	37	16
43	37	17
43	37	18
43	38	14
43	38	15
43	38	16
43	38	17
43	38	18
43	38	19
43	39	14
43	39	15
43	39	16
43	39	17
43	39	18
43	39	19
43	39	20
43	40	13
43	40	14
43	40	15
43	40	16
43	40	17
43	40	18
43	40	19
43	41	15
43	41	16
43	41	17
43	41	18
43	42	16
44	33	19
44	33	20
44	34	18
44	34	19
44	34	20
44	35	17
44	35	18
44	35	19
44	35	20
44	35	21
44	36	15
44	36	16
44	36	17
44	36	18
44	36	19
44	36	20
44	36	21
44	37	14
44	37	15
44	37	16
44	37	17
44	37	18
44	37	19
44	37	20
44	37	21
44	38	13
44	38	14
44	38	15
44	38	16
44	38	17
44	38	18
44	38	19
44	38	20
44	39	13
44	39	14
44	39	15
44	39	16
44	39	17
44	39	18
44	39	19
44	39	20
44	40	13
44	40	14
44	40	15
44	40	16
44	40	17
44	40	18
44	40	19
44	41	14
44	41	15
44	41	16
44	41	17
44	41	18
44	42	16
44	42	17
44	43	16
44	43	17
44	44	18
44	45	18
45	32	20
45	32	21
45	32	22
45	33	18
45	33	19
45	33	20
45	33	21
45	34	16
45	34	17
45	34	18
45	34	19
45	34	20
45	34	21
45	34	22
45	35	15
45	35	16
45	35	17
45	35	18
45	35	19
45	35	20
45	35	21
45	35	22
45	36	14
45	36	15
45	36	16
45	36	17
45	36	18
45	36	19
45	36	20
45	36	21
45	37	13
45	37	14
45	37	15
45	37	16
45	37	17
45	37	18
45	37	19
45	37	20
45	37	21
45	38	12
45	38	13
45	38	14
45	38	15
45	38	16
45	38	17
45	38	18
45	38	19
45	38	20
45	38	21
45	39	12
45	39	13
45	39	14
45	39	15
45	39	16
45	39	17
45	39	18
45	39	19
45	39	20
45	40	12
45	40	13
45	40	14
45	40	15
45	40	16
45	40	17
45	40	18
45	41	12
45	41	13
45	41	14
45	41	15
45	41	16
45	41	17
45	42	12
45	42	13
45	42	14
45	42	15
45	42	17
45	42	18
45	42	20
45	42	21
45	42	22
45	43	12
45	43	17
45	43	18
45	43	19
45	43	20
45	43	21
45	44	10
45	44	17
45	44	18
45	44	19
45	44	20
45	45	17
45	45	18
45	45	19
45	46	18
46	32	19
46	32	20
46	32	21
46	32	22
46	33	17
46	33	18
46	33	19
46	33	20
46	33	21
46	33	22
46	34	15
46	34	16
46	34	17
46	34	18
46	34	19
46	34	20
46	34	21
46	34	22
46	35	14
46	35	15
46	35	16
46	35	17
46	35	18
46	35	19
46	35	20
46	35	21
46	35	22
46	36	13
46	36	14
46	36	15
46	36	16
46	36	17
46	36	18
46	36	19
46	36	20
46	36	21
46	36	22
46	37	11
46	37	12
46	37	13
46	37	14
46	37	15
46	37	16
46	37	17
46	37	18
46	37	19
46	37	20
46	37	21
46	37	22
46	37	23
46	37	24
46	38	11
46	38	12
46	38	13
46	38	14
46	38	15
46	38	16
46	38	17
46	38	18
46	38	19
46	38	20
46	38	21
46	38	22
46	38	23
46	38	24
46	39	11
46	39	12
46	39	13
46	39	14
46	39	15
46	39	16
46	39	17
46	39	18
46	39	19
46	39	20
46	39	21
46	39	22
46	39	23
46	39	24
46	40	11
46	40	12
46	40	13
46	40	14
46	40	15
46	40	16
46	40	17
46	40	18
46	40	20
46	40	21
46	40	22
46	40	23
46	40	24
46	41	11
46	41	12
46	41	13
46	41	14
46	41	15
46	41	16
46	41	17
46	41	18
46	41	21
46	41	22
46	41	23
46	42	11
46	42	12
46	42	13
46	42	14
46	42	15
46	42	16
46	42	17
46	42	18
46	42	19
46	42	20
46	42	21
46	42	22
46	42	23
46	43	9
46	43	10
46	43	11
46	43	12
46	43	13
46	43	14
46	43	16
46	43	17
46	43	18
46	43	19
46	43	20
46	43	21
46	43	22
46	44	9
46	44	15
46	44	17
46	44	18
46	44	19
46	44	20
46	45	17
46	45	18
46	45	19
47	32	17
47	32	18
47	32	19
47	32	20
47	32	21
47	32	22
47	33	15
47	33	16
47	33	17
47	33	18
47	33	19
47	33	20
47	33	21
47	33	22
47	34	14
47	34	15
47	34	16
47	34	17
47	34	18
47	34	19
47	34	20
47	34	21
47	34	22
47	35	13
47	35	14
47	35	15
47	35	16
47	35	17
47	35	18
47	35	19
47	35	20
47	35	21
47	35	22
47	35	23
47	35	24
47	35	25
47	36	12
47	36	13
47	36	14
47	36	15
47	36	16
47	36	17
47	36	18
47	36	19
47	36	20
47	36	21
47	36	22
47	36	23
47	36	24
47	36	25
47	37	11
47	37	12
47	37	13
47	37	14
47	37	15
47	37	16
47	37	17
47	37	18
47	37	19
47	37	20
47	37	21
47	37	22
47	37	23
47	37	24
47	37	25
47	38	10
47	38	11
47	38	12
47	38	13
47	38	14
47	38	15
47	38	16
47	38	17
47	38	18
47	38	19
47	38	20
47	38	21
47	38	22
47	38	23
47	38	24
47	38	25
47	39	10
47	39	11
47	39	12
47	39	13
47	39	14
47	39	15
47	39	16
47	39	17
47	39	19
47	39	20
47	39	21
47	39	22
47	39	23
47	39	24
47	39	25
47	40	10
47	40	11
47	40	12
47	40	13
47	40	14
47	40	15
47	40	16
47	40	17
47	40	19
47	40	20
47	40	21
47	40	22
47	40	23
47	40	24
47	41	10
47	41	11
47	41	12
47	41	13
47	41	14
47	41	15
47	41	16
47	41	17
47	41	19
47	41	20
47	41	21
47	41	22
47	41	23
47	41	24
47	42	10
47	42	11
47	42	12
47	42	13
47	42	14
47	42	15
47	42	16
47	42	17
47	42	19
47	42	20
47	42	21
47	42	22
47	43	10
47	43	11
47	43	12
47	43	13
47	43	14
47	43	15
47	43	16
47	43	17
47	43	18
47	43	19
47	43	20
47	43	21
47	44	14
47	44	15
47	44	16
47	44	17
47	44	18
47	44	19
47	44	20
48	32	15
48	32	16
48	32	17
48	32	18
48	32	19
48	32	20
48	32	21
48	32	22
48	33	14
48	33	15
48	33	16
48	33	17
48	33	18
48	33	19
48	33	20
48	33	21
48	33	22
48	34	13
48	34	14
48	34	15
48	34	16
48	34	17
48	34	18
48	34	19
48	34	20
48	34	21
48	34	22
48	34	23
48	34	24
48	34	25
48	34	26
48	34	27
48	35	13
48	35	14
48	35	15
48	35	16
48	35	17
48	35	18
48	35	19
48	35	20
48	35	21
48	35	22
48	35	23
48	35	24
48	35	25
48	35	26
48	35	27
48	36	12
48	36	13
48	36	14
48	36	15
48	36	16
48	36	17
48	36	18
48	36	19
48	36	20
48	36	21
48	36	22
48	36	23
48	36	24
48	36	25
48	36	26
48	36	27
48	37	11
48	37	12
48	37	13
48	37	14
48	37	15
48	37	16
48	37	17
48	37	18
48	37	19
48	37	20
48	37	21
48	37	22
48	37	23
48	37	24
48	37	25
48	37	26
48	37	27
48	38	11
48	38	12
48	38	13
48	38	14
48	38	15
48	38	16
48	38	17
48	38	18
48	38	19
48	38	20
48	38	21
48	38	22
48	38	23
48	38	24
48	38	25
48	38	26
48	39	11
48	39	12
48	39	13
48	39	14
48	39	15
48	39	16
48	39	18
48	39	19
48	39	20
48	39	21
48	39	22
48	39	23
48	39	24
48	39	25
48	40	11
48	40	12
48	40	13
48	40	14
48	40	15
48	40	16
48	40	18
48	40	19
48	40	20
48	40	21
48	40	22
48	40	23
48	40	24
48	41	11
48	41	12
48	41	13
48	41	14
48	41	15
48	41	16
48	41	18
48	41	19
48	41	20
48	41	21
48	41	22
48	41	23
48	41	24
48	42	11
48	42	12
48	42	13
48	42	14
48	42	15
48	42	16
48	42	18
48	42	19
48	42	20
48	42	21
48	42	22
48	43	12
48	43	13
48	43	14
48	43	15
48	43	16
48	43	18
48	43	19
48	43	20
48	44	18
48	44	19
49	32	14
49	32	15
49	32	16
49	32	17
49	32	18
49	32	19
49	32	20
49	32	21
49	33	13
49	33	14
49	33	15
49	33	16
49	33	17
49	33	18
49	33	19
49	33	20
49	33	21
49	33	22
49	33	23
49	33	24
49	33	25
49	33	26
49	33	27
49	34	12
49	34	13
49	34	14
49	34	15
49	34	16
49	34	17
49	34	18
49	34	19
49	34	20
49	34	21
49	34	22
49	34	23
49	34	24
49	34	25
49	34	26
49	34	27
49	35	12
49	35	13
49	35	14
49	35	15
49	35	16
49	35	17
49	35	18
49	35	19
49	35	20
49	35	21
49	35	22
49	35	23
49	35	24
49	35	25
49	35	26
49	35	27
49	36	11
49	36	12
49	36	13
49	36	14
49	36	15
49	36	16
49	36	17
49	36	18
49	36	19
49	36	20
49	36	21
49	36	22
49	36	23
49	36	24
49	36	25
49	36	26
49	36	27
49	37	10
49	37	11
49	37	12
49	37	13
49	37	14
49	37	15
49	37	16
49	37	17
49	37	18
49	37	19
49	37	20
49	37	21
49	37	22
49	37	23
49	37	24
49	37	25
49	37	26
49	37	27
49	38	9
49	38	10
49	38	11
49	38	12
49	38	13
49	38	14
49	38	15
49	38	17
49	38	18
49	38	19
49	38	20
49	38	21
49	38	22
49	38	23
49	38	24
