#i	j	k
55	0	3
55	0	4
55	0	5
55	1	3
55	1	4
55	1	5
56	0	4
56	0	5
56	0	6
56	1	4
56	1	5
56	1	6
56	2	4
56	2	5
56	48	1
56	48	2
56	49	3
56	62	2
56	63	5
57	0	5
57	0	6
57	0	7
57	1	4
57	1	5
57	1	6
57	2	4
57	2	5
57	2	6
57	47	1
57	48	1
57	48	2
57	48	3
57	49	1
57	49	2
57	49	3
57	49	4
57	50	1
57	50	2
57	50	3
57	50	4
57	50	5
57	51	6
57	52	6
57	63	6
58	0	5
58	0	6
58	0	7
58	1	4
58	1	5
58	1	6
58	1	7
58	2	5
58	2	6
58	47	1
58	47	2
58	48	0
58	48	1
58	48	2
58	48	3
58	49	1
58	49	2
58	49	3
58	49	4
58	50	1
58	50	2
58	50	3
58	50	4
58	50	5
58	50	6
58	50	7
58	51	1
58	51	2
58	51	3
58	51	4
58	51	5
58	51	6
58	51	7
58	52	5
58	52	6
58	52	7
59	48	1
59	48	2
59	48	3
59	48	4
59	49	2
59	49	3
59	49	4
59	49	5
59	49	6
59	50	2
59	50	3
59	50	4
59	50	5
59	50	6
59	50	7
59	51	4
59	51	5
59	51	6
59	51	7
59	52	6
59	52	7
60	48	2
60	48	3
60	48	4
60	48	5
60	49	3
60	49	4
60	49	5
60	49	6
60	49	7
60	50	3
60	50	4
60	50	5
60	50	6
60	50	7
60	51	5
60	51	6
60	51	7
60	52	7
61	48	4
61	48	5
61	49	5
61	49	6
61	49	7
61	50	5
61	50	6
61	51	6
