#i	j	k
35	56	25
35	56	26
35	56	27
35	57	23
35	57	24
35	57	25
35	57	26
35	57	27
35	57	28
35	58	24
35	58	25
35	58	26
35	58	27
35	58	28
35	58	29
35	59	27
35	59	28
35	59	29
36	53	25
36	53	26
36	54	24
36	54	25
36	54	26
36	54	27
36	55	23
36	55	24
36	55	25
36	55	26
36	55	27
36	55	28
36	56	22
36	56	23
36	56	24
36	56	25
36	56	26
36	56	27
36	56	28
36	56	29
36	57	22
36	57	23
36	57	24
36	57	25
36	57	26
36	57	27
36	57	28
36	57	29
36	57	30
36	58	23
36	58	24
36	58	25
36	58	26
36	58	27
36	58	28
36	58	29
36	58	30
36	58	31
36	59	24
36	59	25
36	59	26
36	59	27
36	59	28
36	59	29
36	59	30
36	59	31
36	59	32
36	60	28
36	60	29
36	60	30
36	60	31
36	60	32
37	51	26
37	52	25
37	52	26
37	52	27
37	53	24
37	53	25
37	53	26
37	53	27
37	54	23
37	54	24
37	54	25
37	54	26
37	54	27
37	54	28
37	55	22
37	55	23
37	55	24
37	55	25
37	55	26
37	55	27
37	55	28
37	55	29
37	56	22
37	56	23
37	56	24
37	56	25
37	56	26
37	56	27
37	56	28
37	56	29
37	56	30
37	57	22
37	57	23
37	57	24
37	57	25
37	57	26
37	57	27
37	57	28
37	57	29
37	57	30
37	57	31
37	58	23
37	58	24
37	58	25
37	58	26
37	58	27
37	58	28
37	58	29
37	58	30
37	58	31
37	58	32
37	59	24
37	59	25
37	59	26
37	59	27
37	59	28
37	59	29
37	59	30
37	59	31
37	59	32
37	60	26
37	60	27
37	60	28
37	60	29
37	60	30
37	60	31
37	60	32
37	61	32
38	51	25
38	51	26
38	52	24
38	52	25
38	52	26
38	52	27
38	53	23
38	53	24
38	53	25
38	53	26
38	53	27
38	53	28
38	54	22
38	54	23
38	54	24
38	54	25
38	54	26
38	54	27
38	54	28
38	54	29
38	54	30
38	55	21
38	55	22
38	55	23
38	55	24
38	55	25
38	55	26
38	55	27
38	55	28
38	55	29
38	55	30
38	55	31
38	56	21
38	56	22
38	56	23
38	56	24
38	56	25
38	56	26
38	56	27
38	56	28
38	56	29
38	56	30
38	56	31
38	56	32
38	57	22
38	57	23
38	57	24
38	57	25
38	57	26
38	57	27
38	57	28
38	57	29
38	57	30
38	57	31
38	57	32
38	58	23
38	58	24
38	58	25
38	58	26
38	58	27
38	58	28
38	58	29
38	58	30
38	58	31
38	58	32
38	58	33
38	59	24
38	59	25
38	59	26
38	59	27
38	59	28
38	59	29
38	59	30
38	59	31
38	59	32
38	59	33
38	60	27
38	60	28
38	60	29
38	60	30
38	60	31
38	60	32
38	60	33
38	61	32
38	61	33
39	51	25
39	51	26
39	51	27
39	52	23
39	52	24
39	52	25
39	52	26
39	52	27
39	52	28
39	53	22
39	53	23
39	53	24
39	53	25
39	53	26
39	53	27
39	53	28
39	53	29
39	54	20
39	54	21
39	54	22
39	54	23
39	54	24
39	54	25
39	54	26
39	54	27
39	54	28
39	54	29
39	54	30
39	54	31
39	55	20
39	55	21
39	55	22
39	55	23
39	55	24
39	55	25
39	55	26
39	55	27
39	55	28
39	55	29
39	55	30
39	55	31
39	55	32
39	56	20
39	56	21
39	56	22
39	56	23
39	56	24
39	56	25
39	56	26
39	56	27
39	56	28
39	56	29
39	56	30
39	56	31
39	56	32
39	56	33
39	57	21
39	57	22
39	57	23
39	57	24
39	57	25
39	57	26
39	57	27
39	57	28
39	57	29
39	57	30
39	57	31
39	57	32
39	57	33
39	58	21
39	58	22
39	58	23
39	58	24
39	58	25
39	58	26
39	58	27
39	58	28
39	58	29
39	58	30
39	58	31
39	58	32
39	58	33
39	58	34
39	59	23
39	59	24
39	59	25
39	59	26
39	59	27
39	59	28
39	59	29
39	59	30
39	59	31
39	59	32
39	59	33
39	59	34
39	59	35
39	60	26
39	60	27
39	60	28
39	60	29
39	60	30
39	60	31
39	60	32
39	60	33
39	60	34
39	60	35
39	61	33
39	61	34
39	61	35
39	62	34
40	50	26
40	50	27
40	51	24
40	51	25
40	51	26
40	51	27
40	51	28
40	51	29
40	52	23
40	52	24
40	52	25
40	52	26
40	52	27
40	52	28
40	52	29
40	52	30
40	53	22
40	53	23
40	53	24
40	53	25
40	53	26
40	53	27
40	53	28
40	53	29
40	53	30
40	53	31
40	54	20
40	54	21
40	54	22
40	54	23
40	54	24
40	54	25
40	54	26
40	54	27
40	54	28
40	54	29
40	54	30
40	54	31
40	54	32
40	55	20
40	55	21
40	55	22
40	55	23
40	55	24
40	55	25
40	55	26
40	55	27
40	55	28
40	55	29
40	55	30
40	55	31
40	55	32
40	55	33
40	56	20
40	56	21
40	56	22
40	56	23
40	56	24
40	56	25
40	56	26
40	56	27
40	56	28
40	56	29
40	56	30
40	56	31
40	56	32
40	56	33
40	57	21
40	57	22
40	57	23
40	57	24
40	57	25
40	57	26
40	57	27
40	57	28
40	57	29
40	57	30
40	57	31
40	57	32
40	57	33
40	57	34
40	58	22
40	58	23
40	58	24
40	58	25
40	58	26
40	58	27
40	58	28
40	58	29
40	58	30
40	58	31
40	58	32
40	58	33
40	58	34
40	58	35
