#i	j	k
0	32	37
0	33	35
0	33	36
0	33	37
0	33	38
0	34	35
0	34	36
0	34	37
0	34	38
0	34	39
0	35	35
0	35	36
0	35	37
0	35	38
0	35	39
0	35	40
0	36	34
0	36	35
0	36	36
0	36	37
0	36	38
0	36	39
0	36	40
0	37	34
0	37	35
0	37	36
0	37	37
0	37	38
0	37	39
0	38	34
0	38	35
0	38	36
0	38	37
0	39	35
0	39	36
1	32	37
1	33	36
1	33	37
1	33	38
1	34	34
1	34	35
1	34	36
1	34	37
1	34	38
1	34	39
1	34	40
1	35	34
1	35	35
1	35	36
1	35	37
1	35	38
1	35	39
1	35	40
1	36	34
1	36	35
1	36	36
1	36	37
1	36	38
1	36	39
1	37	33
1	37	34
1	37	35
1	37	36
1	37	37
1	37	38
1	38	34
1	38	35
1	38	36
1	38	37
1	39	35
1	39	36
1	40	36
2	32	37
2	33	36
2	33	37
2	33	38
2	34	35
2	34	36
2	34	37
2	34	38
2	34	39
2	34	40
2	35	35
2	35	36
2	35	37
2	35	38
2	35	39
2	36	34
2	36	35
2	36	36
2	36	37
2	36	38
2	36	39
2	37	33
2	37	34
2	37	35
2	37	36
2	37	37
2	37	38
2	38	34
2	38	35
2	38	36
2	39	35
3	32	37
3	33	36
3	33	37
3	33	38
3	34	35
3	34	36
3	34	37
3	34	38
3	34	39
3	35	35
3	35	36
3	35	37
3	35	38
3	35	39
3	36	34
3	36	35
3	36	36
3	36	37
3	36	38
3	37	33
3	37	34
3	37	35
3	37	36
3	37	37
3	38	34
3	38	35
3	38	37
4	32	37
4	33	36
4	33	37
4	33	38
4	34	35
4	34	36
4	34	37
4	34	38
4	35	35
4	35	36
4	35	37
4	35	38
4	36	34
4	36	35
4	36	36
4	36	37
4	37	33
4	37	34
4	37	35
4	38	34
5	33	36
5	33	37
5	33	38
5	34	36
5	34	37
5	34	38
5	35	36
5	35	37
5	36	36
5	38	34
6	34	37
8	36	36
8	37	36
8	38	36
8	39	36
8	40	36
8	41	36
9	36	36
9	37	35
9	37	36
9	37	37
9	38	35
9	38	36
9	38	37
9	39	35
9	39	36
9	39	37
9	40	35
9	40	36
9	41	36
10	36	36
10	36	37
10	37	35
10	37	36
10	37	37
10	38	35
10	38	36
10	38	37
10	39	35
10	39	36
10	40	35
10	40	36
11	36	36
11	36	37
11	37	35
11	37	36
11	37	37
11	38	35
11	38	36
11	39	35
11	39	36
11	40	35
12	36	36
12	37	36
12	38	36
12	39	36
60	35	39
60	36	39
60	36	40
60	37	39
60	38	39
61	34	38
61	35	38
61	35	39
61	35	40
61	36	38
61	36	39
61	36	40
61	37	38
61	37	39
61	37	40
61	38	38
61	38	39
61	38	40
62	33	37
62	34	37
62	34	38
62	34	39
62	35	37
62	35	38
62	35	39
62	35	40
62	36	37
62	36	38
62	36	39
62	36	40
62	37	37
62	37	38
62	37	39
62	37	40
62	38	36
62	38	37
62	38	38
62	38	39
63	32	36
63	33	36
63	33	37
63	33	38
63	34	36
63	34	37
63	34	38
63	34	39
63	35	36
63	35	37
63	35	38
63	35	39
63	35	40
63	36	36
63	36	37
63	36	38
63	36	39
63	36	40
63	37	35
63	37	36
63	37	37
63	37	38
63	37	39
63	38	35
63	38	36
63	38	37
63	38	38
63	39	35
