  1  12.72021149 38.11412488 33.40575093    0.0   0.0  0.0   0.0  1.16266e+12   0.0       0.0       0.0       0.0      0.0
  2  12.66704246 38.06224675 32.70185855    0.0   0.0  0.0   0.0  1.49701e+12   0.0       0.0       0.0       0.0      0.0
